time,timestamp,p_cmd,q_cmd,r_cmd,phi_cmd,theta_cmd,psi_rate_cmd,u_cmd,v_cmd,w_cmd,ax_cmd,ay_cmd,az_cmd,throttle_cmd,cmd_mask,status,state,ctrl_mode,mode,reset,wp_consume,wp_current,reserved,error
59.504취,59504,0,0,0,0,0,-0.002587736,-0.1429567,-0.0182852,0.006278068,0,0,0,0,0,3,10,5,5,0,0,0,0,0
59.604취,59604,0,0,0,0,0,0.00431031,-0.1462706,-0.0187296,0.003554195,0,0,0,0,0,3,10,5,5,0,0,0,0,0
59.704취,59704,0,0,0,0,0,0.01111835,-0.1468257,-0.01903134,0.0007658601,0,0,0,0,0,3,10,5,5,0,0,0,0,0
59.804취,59804,0,0,0,0,0,0.01491725,-0.1462519,-0.01878162,-0.001545668,0,0,0,0,0,3,10,5,5,0,0,0,0,0
59.904취,59904,0,0,0,0,0,0.01723617,-0.1432163,-0.01853122,-0.002792627,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.004취,60004,0,0,0,0,0,0.02207667,-0.1392483,-0.01796216,-0.004662842,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.104취,60104,0,0,0,0,0,0.02536803,-0.1337882,-0.01779789,-0.005114883,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.204취,60204,0,0,0,0,0,0.02645373,-0.1259919,-0.01653055,-0.006194562,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.304취,60304,0,0,0,0,0,0.02640218,-0.1172566,-0.01453465,-0.007515371,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.404취,60404,0,0,0,0,0,0.02862096,-0.1081219,-0.01118193,-0.006743431,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.504취,60504,0,0,0,0,0,0.02871394,-0.09832565,-0.00805456,-0.004723012,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.604취,60604,0,0,0,0,0,0.02705246,-0.08876632,-0.00544965,-0.004924536,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.704취,60704,0,0,0,0,0,0.02680928,-0.07881157,-0.003627489,-0.006651789,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.804취,60804,0,0,0,0,0,0.02877563,-0.06937456,-0.002833131,-0.00716266,0,0,0,0,0,3,10,5,5,0,0,0,0,0
60.904취,60904,0,0,0,0,0,0.02944708,-0.06097959,-0.00254349,-0.008346677,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.004취,61004,0,0,0,0,0,0.02712101,-0.05463909,-0.002718531,-0.00787881,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.104취,61104,0,0,0,0,0,0.0263086,-0.0495999,-0.003423754,-0.006910354,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.204취,61204,0,0,0,0,0,0.02521604,-0.04545038,-0.004676332,-0.006165236,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.304취,61304,0,0,0,0,0,0.02158552,-0.04224835,-0.005320757,-0.005207062,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.404취,61404,0,0,0,0,0,0.01745015,-0.04070635,-0.005333593,-0.004309773,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.504취,61504,0,0,0,0,0,0.01336426,-0.04010973,-0.004310948,-0.001682729,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.604취,61604,0,0,0,0,0,0.01274914,-0.03833247,-0.003773029,-0.001933068,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.704취,61704,0,0,0,0,0,0.009147525,-0.03589782,-0.003773911,-0.002517253,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.804취,61804,0,0,0,0,0,0.003472567,-0.03219068,-0.003772762,-0.003157943,0,0,0,0,0,3,10,5,5,0,0,0,0,0
61.904취,61904,0,0,0,0,0,-0.0009021163,-0.02908004,-0.002788541,-0.003733814,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.004취,62004,0,0,0,0,0,-0.00328511,-0.02609411,-0.001463511,-0.003511637,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.104취,62104,0,0,0,0,0,-0.006966591,-0.02163001,0.0003180687,0.09882347,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.204취,62204,0,0,0,0,0,-0.01069278,-0.01609778,0.00200592,0.1623529,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.304취,62304,0,0,0,0,0,-0.01382351,-0.01101927,0.003742673,0.1623529,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.404취,62404,0,0,0,0,0,-0.01327604,-0.008315325,0.004551972,0.1623529,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.504취,62504,0,0,0,0,0,-0.01289338,-0.006433654,0.004381896,0.1658823,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.604취,62604,0,0,0,0,0,-0.01444578,-0.005611608,0.003827313,0.1623529,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.704취,62704,0,0,0,0,0,-0.01583844,-0.004743667,0.003931043,0.07764695,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.804취,62804,0,0,0,0,0,-0.01572013,-0.002131149,0.004571732,-0.008067369,0,0,0,0,0,3,10,5,5,0,0,0,0,0
62.904취,62904,0,0,0,0,0,-0.01650184,0.001934144,0.00599274,-0.01849186,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.004취,63004,0,0,0,0,0,-0.01742452,0.007057469,0.008123252,-0.0167698,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.104취,63104,0,0,0,0,0,-0.01981288,0.01101723,0.01042342,-0.01039258,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.204취,63204,0,0,0,0,0,-0.01924217,0.01503786,0.01285983,-0.00693503,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.304취,63304,0,0,0,0,0,-0.01961142,0.0183056,0.0146395,-0.006193757,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.404취,63404,0,0,0,0,0,-0.02297431,0.02156364,0.01581829,-0.0062415,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.504취,63504,0,0,0,0,0,-0.02594024,0.02414143,0.01603148,-0.008510113,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.604취,63604,0,0,0,0,0,-0.02569109,0.02549053,0.01566327,-0.009287149,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.704취,63704,0,0,0,0,0,-0.02563447,0.02508648,0.01489809,-0.008514762,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.804취,63804,0,0,0,0,0,-0.02764136,0.02450902,0.01401356,-0.00647369,0,0,0,0,0,3,10,5,5,0,0,0,0,0
63.904취,63904,0,0,0,0,0,-0.02927631,0.02345526,0.01280521,-0.00323841,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.004취,64004,0,0,0,0,0,-0.02638191,0.02229101,0.01078052,-0.001518488,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.104취,64104,0,0,0,0,0,-0.02620518,0.02062002,0.008640219,-0.002102584,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.204취,64204,0,0,0,0,0,-0.02627403,0.01834409,0.006298759,-0.003378063,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.304취,64304,0,0,0,0,0,-0.0248009,0.01519967,0.004714062,-0.001845002,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.404취,64404,0,0,0,0,0,-0.02151191,0.01283266,0.002767173,-0.001368105,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.504취,64504,0,0,0,0,0,-0.01981705,0.01161613,0.001297756,-0.0001195371,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.604취,64604,0,0,0,0,0,-0.01870871,0.01089163,-5.64619e-05,-0.0001617372,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.704취,64704,0,0,0,0,0,-0.01473814,0.009457123,-0.0008484283,-0.00147602,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.804취,64804,0,0,0,0,0,-0.01062304,0.008130847,-0.001072408,-0.003076136,0,0,0,0,0,3,10,5,5,0,0,0,0,0
64.904취,64904,0,0,0,0,0,-0.008470714,0.006795981,-0.001471736,-0.002700716,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.004취,65004,0,0,0,0,0,-0.006656945,0.005227318,-0.001323764,-0.001664221,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.104취,65104,0,0,0,0,0,0.001853423,0.003482835,0.0003588801,-0.0004969239,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.204취,65204,0,0,0,0,0,0.01834677,0.001723277,0.002427433,-0.0006919205,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.304취,65304,0,0,0,0,0,0.04082779,0.0003968458,0.004777182,-0.0004814565,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.404취,65404,0,0,0,0,0,0.04530114,-0.001492825,0.007430086,0.001467079,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.504취,65504,0,0,0,0,0,0.05100422,-0.003451526,0.01008526,0.002860665,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.604취,65604,0,0,0,0,0,0.05151447,-0.005317325,0.01281338,0.002370447,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.704취,65704,0,0,0,0,0,0.06183136,-0.008104091,0.01502176,0.001506686,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.804취,65804,0,0,0,0,0,0.07076164,-0.01092441,0.01603734,0.001555055,0,0,0,0,0,3,10,5,5,0,0,0,0,0
65.904취,65904,0,0,0,0,0,0.08286402,-0.01433316,0.01743233,0.001010835,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.004취,66004,0,0,0,0,0,0.101425,-0.01741473,0.01838644,0.0004683137,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.104취,66104,0,0,0,0,0,0.1137499,-0.01930662,0.01859004,-0.0005794466,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.204취,66204,0,0,0,0,0,0.1254485,-0.01896434,0.01774714,-0.001035959,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.304취,66304,0,0,0,0,0,0.1339832,-0.01737547,0.01617098,-0.001811475,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.404취,66404,0,0,0,0,0,0.1477229,-0.01490397,0.0138908,-0.002318323,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.504취,66504,0,0,0,0,0,0.1553859,-0.01220331,0.01081882,-0.003691435,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.604취,66604,0,0,0,0,0,0.1580208,-0.008903014,0.00781854,-0.0041264,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.704취,66704,0,0,0,0,0,0.1599019,-0.005460528,0.005738037,-0.005142957,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.804취,66804,0,0,0,0,0,0.1649926,-0.001631696,0.004652412,-0.005617708,0,0,0,0,0,3,10,5,5,0,0,0,0,0
66.904취,66904,0,0,0,0,0,0.1717543,0.002928462,0.004217971,-0.004828602,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.004취,67004,0,0,0,0,0,0.1769745,0.006718538,0.004124734,-0.003851295,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.104취,67104,0,0,0,0,0,0.1774078,0.009100765,0.004328544,-0.001798779,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.204취,67204,0,0,0,0,0,0.1776455,0.01068499,0.004816602,-0.002160341,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.304취,67304,0,0,0,0,0,0.1778796,0.01152836,0.00592164,-0.002955526,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.404취,67404,0,0,0,0,0,0.1778824,0.01143677,0.006905195,-0.003652453,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.504취,67504,0,0,0,0,0,0.1778824,0.01084498,0.007261565,-0.003946066,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.604취,67604,0,0,0,0,0,0.1771966,0.009959217,0.007133127,-0.002863169,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.704취,67704,0,0,0,0,0,0.1769845,0.008392788,0.00675541,-0.002058238,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.804취,67804,0,0,0,0,0,0.1769416,0.007251225,0.005696698,-0.00088799,0,0,0,0,0,3,10,5,5,0,0,0,0,0
67.904취,67904,0,0,0,0,0,0.1769412,0.006131482,0.005580905,-0.001526713,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.004취,68004,0,0,0,0,0,0.1765172,0.005984293,0.005547889,-0.002156228,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.104취,68104,0,0,0,0,0,0.176837,0.006216288,0.004969288,-0.001391619,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.204취,68204,0,0,0,0,0,0.1764774,0.007537321,0.003458663,-0.002480507,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.304취,68304,0,0,0,0,0,0.1764707,0.009468876,0.001142872,-0.003655672,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.404취,68404,0,0,0,0,0,0.1764706,0.01173548,-0.001650168,-0.004941881,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.504취,68504,0,0,0,0,0,0.1764895,0.0143878,-0.005186617,-0.005638897,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.604취,68604,0,0,0,0,0,0.1769135,0.01641051,-0.007995819,-0.00361383,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.704취,68704,0,0,0,0,0,0.1764794,0.01824339,-0.009911949,-0.001208156,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.804취,68804,0,0,0,0,0,0.1764707,0.01994553,-0.01081992,-7.635355e-05,0,0,0,0,0,3,10,5,5,0,0,0,0,0
68.904취,68904,0,0,0,0,0,0.1765699,0.02142054,-0.01144831,-0.00114888,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.004취,69004,0,0,0,0,0,0.1764715,0.02354159,-0.01205373,-0.001852065,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.104취,69104,0,0,0,0,0,0.1764706,0.02457666,-0.01183275,-0.001771688,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.204취,69204,0,0,0,0,0,0.1769256,0.02457212,-0.0111632,-0.001636058,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.304취,69304,0,0,0,0,0,0.1769411,0.02438782,-0.01053497,-0.0008779764,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.404취,69404,0,0,0,0,0,0.1769412,0.02407098,-0.01009494,-0.001300335,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.504취,69504,0,0,0,0,0,0.1766222,0.02283949,-0.009196921,-0.001690328,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.604취,69604,0,0,0,0,0,0.176924,0.02205691,-0.008380416,-0.002008528,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.704취,69704,0,0,0,0,0,0.1769411,0.02133759,-0.009193394,-0.002424717,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.804취,69804,0,0,0,0,0,0.1769412,0.02028893,-0.01044199,-0.002847254,0,0,0,0,0,3,10,5,5,0,0,0,0,0
69.904취,69904,0,0,0,0,0,0.1774718,0.01958769,-0.01200168,-0.004614919,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.004취,70004,0,0,0,0,0,0.1789985,0.01983183,-0.01368643,-0.005465358,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.104취,70104,0,0,0,0,0,0.1797584,0.02078153,-0.01539332,-0.00308159,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.204취,70204,0,0,0,0,0,0.180429,0.02175071,-0.01702054,-0.0005440414,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.304취,70304,0,0,0,0,0,0.1813397,0.02326989,-0.01824672,-0.0007787347,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.404취,70404,0,0,0,0,0,0.1825195,0.0243389,-0.01843726,-0.001196086,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.504취,70504,0,0,0,0,0,0.1831815,0.02590173,-0.01876983,-0.001610935,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.604취,70604,0,0,0,0,0,0.1839566,0.02793641,-0.01955985,-0.0006972849,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.704취,70704,0,0,0,0,0,0.1841233,0.03003467,-0.02101414,-0.0007484257,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.804취,70804,0,0,0,0,0,0.1848896,0.03164968,-0.02261361,-0.001636058,0,0,0,0,0,3,10,5,5,0,0,0,0,0
70.904취,70904,0,0,0,0,0,0.1849408,0.03316242,-0.02396859,-0.002229184,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.004취,71004,0,0,0,0,0,0.1850263,0.0352576,-0.02535545,-0.002986372,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.104취,71104,0,0,0,0,0,0.1854908,0.03692793,-0.02610931,-0.003835559,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.204취,71204,0,0,0,0,0,0.1862807,0.03785019,-0.02653064,-0.003475249,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.304취,71304,0,0,0,0,0,0.1863523,0.03784281,-0.02676241,-0.002981901,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.404취,71404,0,0,0,0,0,0.1863529,0.03813773,-0.02644932,-0.002075672,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.504취,71504,0,0,0,0,0,0.1863529,0.03844292,-0.02597921,-0.001844287,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.604취,71604,0,0,0,0,0,0.1863529,0.03914542,-0.02558834,-0.001558006,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.704취,71704,0,0,0,0,0,0.1863529,0.04065562,-0.02589183,-0.002766162,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.804취,71804,0,0,0,0,0,0.1863529,0.04301977,-0.0263905,-0.005402595,0,0,0,0,0,3,10,5,5,0,0,0,0,0
71.904취,71904,0,0,0,0,0,0.1863529,0.0453731,-0.0273292,-0.005605817,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.004취,72004,0,0,0,0,0,0.1872728,0.04684382,-0.02875949,-0.004693598,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.104취,72104,0,0,0,0,0,0.187294,0.0473346,-0.03041681,-0.004936427,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.204취,72204,0,0,0,0,0,0.1876354,0.04681435,-0.03246656,-0.004501641,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.304취,72304,0,0,0,0,0,0.1877635,0.04527646,-0.03478748,-0.003129601,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.404취,72404,0,0,0,0,0,0.1877647,0.04250896,-0.03708569,-0.002225965,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.504취,72504,0,0,0,0,0,0.1877647,0.03937741,-0.03844819,-0.00307104,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.604취,72604,0,0,0,0,0,0.1877647,0.0364848,-0.03912859,-0.003250033,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.704취,72704,0,0,0,0,0,0.1877647,0.03323831,-0.03906,-0.002354622,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.804취,72804,0,0,0,0,0,0.1877647,0.03028143,-0.03828164,0.0001313388,0,0,0,0,0,3,10,5,5,0,0,0,0,0
72.904취,72904,0,0,0,0,0,0.1831368,0.02749306,-0.03763174,0.00212118,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.004취,73004,0,0,0,0,0,0.1709835,0.02569329,-0.03651638,0.0019539,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.104취,73104,0,0,0,0,0,0.1644625,0.02384549,-0.03653127,0.002087921,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.204취,73204,0,0,0,0,0,0.1673906,0.02181692,-0.03736592,0.002155334,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.304취,73304,0,0,0,0,0,0.162124,0.01994415,-0.03855146,0.003223389,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.404취,73404,0,0,0,0,0,0.1385909,0.0180392,-0.04028716,0.004638433,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.504취,73504,0,0,0,0,0,-0.0007385015,0.01571679,-0.04148267,0.005104512,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.604취,73604,0,0,0,0,0,-0.02459526,0.0137618,-0.04190864,0.005327404,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.704취,73704,0,0,0,0,0,-0.03697395,0.0116333,-0.04146503,0.004039675,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.804취,73804,0,0,0,0,0,-0.04428983,0.009444501,-0.03995737,0.004012674,0,0,0,0,0,3,10,5,5,0,0,0,0,0
73.904취,73904,0,0,0,0,0,-0.04682958,0.006974751,-0.03758147,0.005816817,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.004취,74004,0,0,0,0,0,-0.046978,0.004564453,-0.03537852,0.006237656,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.104취,74104,0,0,0,0,0,-0.04256487,0.002041864,-0.03333406,0.003959209,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.204취,74204,0,0,0,0,0,-0.03686011,-0.0002847143,-0.03205844,0.001211554,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.304취,74304,0,0,0,0,0,-0.03207266,-0.002372947,-0.03169975,0.0006969273,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.404취,74404,0,0,0,0,0,-0.0256294,-0.003986415,-0.03201289,0.0002202094,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.504취,74504,0,0,0,0,0,-0.0171119,-0.005782146,-0.03347239,-0.0006125271,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.604취,74604,0,0,0,0,0,-0.008898973,-0.007743361,-0.03594343,-0.003225893,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.704취,74704,0,0,0,0,0,-0.004234314,-0.009543533,-0.03842291,-0.004779518,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.804취,74804,0,0,0,0,0,0.001844168,-0.01123341,-0.0406095,-0.006456614,0,0,0,0,0,3,10,5,5,0,0,0,0,0
74.904취,74904,0,0,0,0,0,0.008283854,-0.01276809,-0.04224595,-0.005863667,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.004취,75004,0,0,0,0,0,0.0132972,-0.01429657,-0.0431833,-0.004530609,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.104취,75104,0,0,0,0,0,0.01398563,-0.01484507,-0.04214852,-0.003114045,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.204취,75204,0,0,0,0,0,0.01528621,-0.01552881,-0.04021972,-0.003654689,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.304취,75304,0,0,0,0,0,0.01850307,-0.01665726,-0.03776901,-0.00661996,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.404취,75404,0,0,0,0,0,0.01890957,-0.01729165,-0.03591885,-0.007998258,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.504취,75504,0,0,0,0,0,0.01875818,-0.01733899,-0.03389561,-0.007114381,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.604취,75604,0,0,0,0,0,-0.004744707,-0.01658701,-0.03164517,-0.003572524,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.704취,75704,0,0,0,0,0,-0.02783454,-0.01582233,-0.02822223,-0.003321737,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.804취,75804,0,0,0,0,0,-0.05085856,-0.0154821,-0.0240907,-0.001832038,0,0,0,0,0,3,10,5,5,0,0,0,0,0
75.904취,75904,0,0,0,0,0,-0.08743753,-0.01481767,-0.0214095,0.0006230772,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.004취,76004,0,0,0,0,0,-0.1140791,-0.01441078,-0.01822117,0.00163883,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.104취,76104,0,0,0,0,0,-0.1146254,-0.01466676,-0.01469759,0.002868801,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.204취,76204,0,0,0,0,0,-0.1159032,-0.01551093,-0.0116862,0.001627207,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.304취,76304,0,0,0,0,0,-0.1169282,-0.0156658,-0.009409494,0.001799136,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.404취,76404,0,0,0,0,0,-0.1175846,-0.01654184,-0.008424302,0.002556592,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.504취,76504,0,0,0,0,0,-0.1185647,-0.01775206,-0.007545521,0.0009757876,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.604취,76604,0,0,0,0,0,-0.1198412,-0.01922369,-0.00639785,-0.002801657,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.704취,76704,0,0,0,0,0,-0.1224055,-0.0203213,-0.006852548,-0.0004537404,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.804취,76804,0,0,0,0,0,-0.1271128,-0.02061474,-0.007576038,0.002383143,0,0,0,0,0,3,10,5,5,0,0,0,0,0
76.904취,76904,0,0,0,0,0,-0.1304277,-0.02036083,-0.008176938,0.00276643,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.004취,77004,0,0,0,0,0,-0.1425044,-0.02014081,-0.01005789,0.002525747,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.104취,77104,0,0,0,0,0,-0.1508284,-0.01902407,-0.01256693,0.001375526,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.204취,77204,0,0,0,0,0,-0.1641242,-0.01812606,-0.01391035,0.00154227,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.304취,77304,0,0,0,0,0,-0.1912779,-0.01678062,-0.01450247,0.003170371,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.404취,77404,0,0,0,0,0,-0.1995156,-0.01433016,-0.01595944,0.003750622,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.504취,77504,0,0,0,0,0,-0.1999959,-0.01201734,-0.01749843,0.00446856,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.604취,77604,0,0,0,0,0,-0.2,-0.01092292,-0.0181258,0.004477859,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.704취,77704,0,0,0,0,0,-0.2,-0.01078963,-0.01822989,0.003417224,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.804취,77804,0,0,0,0,0,-0.2,-0.01122348,-0.0187887,0.001746655,0,0,0,0,0,3,10,5,5,0,0,0,0,0
77.904취,77904,0,0,0,0,0,-0.2,-0.01140865,-0.0201587,-0.0004144907,0,0,0,0,0,3,10,5,5,0,0,0,0,0
78.004취,78004,0,0,0,0,0,-0.2,-0.0114492,-0.02145994,-0.0002970994,0,0,0,0,0,3,10,5,5,0,0,0,0,0
78.104취,78104,0,0,0,0,0,-0.2,-0.01354224,-0.02270683,0.0003252625,0,0,0,0,0,3,10,5,5,0,0,0,0,0
78.204취,78204,0,0,0,0,0,-0.2,-0.01529551,-0.02441364,0.0003155172,0,0,0,0,0,3,10,5,5,0,0,0,0,0
78.304취,78304,0,0,0,0,0,-0.2,-0.01625805,-0.02646063,0.0004021525,0,0,0,0,0,3,10,5,5,0,0,0,0,0
78.404취,78404,0,0,0,0,0,-0.2,-0.01616589,-0.02722264,0.002407908,0,0,0,0,0,3,10,5,5,0,0,0,0,0
78.504취,78504,0,0,0,0,0,-0.2,-0.01649707,-0.0264843,0.003692776,0,0,0,0,0,3,10,5,5,0,0,0,0,0
