time,timestamp
101.6취,101602
101.7취,101702
101.8취,101802
101.9취,101902
102취,102002
102.1취,102102
102.2취,102202
102.3취,102302
102.4취,102402
102.5취,102502
102.6취,102602
102.7취,102702
102.8취,102802
102.9취,102902
103취,103002
103.1취,103102
103.2취,103202
103.3취,103302
103.4취,103402
103.5취,103502
103.6취,103602
103.7취,103702
103.8취,103802
103.9취,103902
104취,104002
104.1취,104102
104.2취,104202
104.3취,104302
104.4취,104402
104.5취,104502
104.6취,104602
104.7취,104702
104.8취,104802
104.9취,104902
105취,105002
105.1취,105102
105.2취,105202
105.3취,105302
105.4취,105402
105.5취,105502
105.6취,105602
105.7취,105702
105.8취,105802
105.9취,105902
106취,106002
106.1취,106102
106.2취,106202
106.3취,106302
106.4취,106402
106.5취,106502
106.6취,106602
106.7취,106702
106.8취,106802
106.9취,106902
107취,107002
107.1취,107102
107.2취,107202
107.3취,107302
107.4취,107402
107.5취,107502
107.6취,107602
107.7취,107702
107.8취,107802
107.9취,107902
108취,108002
108.1취,108102
108.2취,108202
108.3취,108302
108.4취,108402
108.5취,108502
108.6취,108602
108.7취,108702
108.8취,108802
108.9취,108902
109취,109002
109.1취,109102
109.2취,109202
109.3취,109302
109.4취,109402
109.5취,109502
109.6취,109602
109.7취,109702
109.8취,109802
109.9취,109902
110취,110002
110.1취,110102
110.2취,110202
110.3취,110302
110.4취,110402
110.5취,110502
110.6취,110602
110.7취,110702
110.8취,110802
110.9취,110902
111취,111002
111.1취,111102
111.2취,111202
111.3취,111302
111.4취,111402
111.5취,111502
111.6취,111602
111.7취,111702
111.8취,111802
111.9취,111902
112취,112002
112.1취,112102
112.2취,112202
112.3취,112302
112.4취,112402
112.5취,112502
112.6취,112602
112.7취,112702
112.8취,112802
112.9취,112902
113취,113002
113.1취,113102
113.2취,113202
113.3취,113302
113.4취,113402
113.5취,113502
113.6취,113602
113.7취,113702
113.8취,113802
113.9취,113902
114취,114002
114.1취,114102
114.2취,114202
114.3취,114302
114.4취,114402
114.5취,114502
114.6취,114602
114.7취,114702
114.8취,114802
114.9취,114902
115취,115002
115.1취,115102
115.2취,115202
115.3취,115302
115.4취,115402
115.5취,115502
115.6취,115602
115.7취,115702
115.8취,115802
115.9취,115902
116취,116002
116.1취,116102
116.2취,116202
116.3취,116302
116.4취,116402
116.5취,116502
116.6취,116602
116.7취,116702
116.8취,116802
116.9취,116902
117취,117002
117.1취,117102
117.2취,117202
117.3취,117302
117.4취,117402
117.5취,117502
117.6취,117602
117.7취,117702
117.8취,117802
117.9취,117902
118취,118002
118.1취,118102
118.2취,118202
118.3취,118302
118.4취,118402
118.5취,118502
118.6취,118602
118.7취,118702
118.8취,118802
118.9취,118902
119취,119002
119.1취,119102
119.2취,119202
119.3취,119302
119.4취,119402
119.5취,119502
119.6취,119602
119.7취,119702
119.8취,119802
119.9취,119902
120취,120002
120.1취,120102
120.2취,120202
120.3취,120302
120.4취,120402
120.5취,120502
120.6취,120602
120.7취,120702
120.8취,120802
120.9취,120902
121취,121002
121.1취,121102
121.2취,121202
121.3취,121302
121.4취,121402
121.5취,121502
121.6취,121602
121.7취,121702
121.8취,121802
121.9취,121902
122취,122002
122.1취,122102
122.2취,122202
122.3취,122302
122.4취,122402
122.5취,122502
122.6취,122602
122.7취,122702
122.8취,122802
122.9취,122902
123취,123002
123.1취,123102
123.2취,123202
123.3취,123302
123.4취,123402
123.5취,123502
123.6취,123602
123.7취,123702
123.8취,123802
123.9취,123902
124취,124002
124.1취,124102
124.2취,124202
124.3취,124302
124.4취,124402
124.5취,124502
124.6취,124602
124.7취,124702
124.8취,124802
124.9취,124902
125취,125002
125.1취,125102
125.2취,125202
125.3취,125302
125.4취,125402
125.5취,125502
125.6취,125602
125.7취,125702
125.8취,125802
125.9취,125902
126취,126002
126.1취,126102
126.2취,126202
126.3취,126302
126.4취,126402
126.5취,126502
126.6취,126602
126.7취,126702
126.8취,126802
126.9취,126902
127취,127002
127.1취,127102
127.2취,127202
127.3취,127302
127.4취,127402
127.5취,127502
127.6취,127602
127.7취,127702
127.8취,127802
127.9취,127902
128취,128002
128.1취,128102
128.2취,128202
128.3취,128302
128.4취,128402
128.5취,128502
128.6취,128602
128.7취,128702
128.8취,128802
128.9취,128902
129취,129002
129.1취,129102
129.2취,129202
129.3취,129302
129.4취,129402
129.5취,129502
129.6취,129602
129.7취,129702
129.8취,129802
129.9취,129902
130취,130002
130.1취,130102
130.2취,130202
130.3취,130302
130.4취,130402
130.5취,130502
130.6취,130602
130.7취,130702
130.8취,130802
130.9취,130902
131취,131002
131.1취,131102
131.2취,131202
131.3취,131302
131.4취,131402
131.5취,131502
131.6취,131602
131.7취,131702
131.8취,131802
131.9취,131902
132취,132002
132.1취,132102
132.2취,132202
132.3취,132302
132.4취,132402
132.5취,132502
132.6취,132602
132.7취,132702
132.8취,132802
132.9취,132902
133취,133002
133.1취,133102
133.2취,133202
133.3취,133302
133.4취,133402
133.5취,133502
133.6취,133602
133.7취,133702
133.8취,133802
133.9취,133902
134취,134002
134.1취,134102
134.2취,134202
134.3취,134302
134.4취,134402
134.5취,134502
134.6취,134602
134.7취,134702
134.8취,134802
134.9취,134902
135취,135002
135.1취,135102
135.2취,135202
135.3취,135302
135.4취,135402
135.5취,135502
135.6취,135602
135.7취,135702
135.8취,135802
135.9취,135902
136취,136002
136.1취,136102
136.2취,136202
136.3취,136302
136.4취,136402
136.5취,136502
136.6취,136602
136.7취,136702
136.8취,136802
136.9취,136902
137취,137002
137.1취,137102
137.2취,137202
137.3취,137302
137.4취,137402
137.5취,137502
137.6취,137602
137.7취,137702
137.8취,137802
137.9취,137902
138취,138002
138.1취,138102
138.2취,138202
138.3취,138302
138.4취,138402
138.5취,138502
138.6취,138602
138.7취,138702
138.8취,138802
138.9취,138902
139취,139002
139.1취,139102
139.2취,139202
139.3취,139302
139.4취,139402
139.5취,139502
139.6취,139602
139.7취,139702
139.8취,139802
139.9취,139902
140취,140002
140.1취,140102
140.2취,140202
140.3취,140302
140.4취,140402
140.5취,140502
140.6취,140602
140.7취,140702
140.8취,140802
140.9취,140902
141취,141002
141.1취,141102
141.2취,141202
141.3취,141302
141.4취,141402
141.5취,141502
141.6취,141602
141.7취,141702
141.8취,141802
141.9취,141902
142취,142002
142.1취,142102
142.2취,142202
142.3취,142302
142.4취,142402
142.5취,142502
142.6취,142602
142.7취,142702
142.8취,142802
142.9취,142902
143취,143002
143.1취,143102
143.2취,143202
143.3취,143302
143.4취,143402
143.5취,143502
143.6취,143602
143.7취,143702
143.8취,143802
143.9취,143902
144취,144002
144.1취,144102
144.2취,144202
144.3취,144302
144.4취,144402
144.5취,144502
144.6취,144602
144.7취,144702
144.8취,144802
144.9취,144902
145취,145002
145.1취,145102
145.2취,145202
145.3취,145302
145.4취,145402
145.5취,145502
145.6취,145602
145.7취,145702
145.8취,145802
145.9취,145902
146취,146002
146.1취,146102
146.2취,146202
146.3취,146302
146.4취,146402
146.5취,146502
146.6취,146602
146.7취,146702
146.8취,146802
146.9취,146902
147취,147002
147.1취,147102
147.2취,147202
147.3취,147302
147.4취,147402
147.5취,147502
