time,timestamp,voltage,current,remaining,remaining_c,remaining_v,SOH,initial,connected,reserved1,reserved2,uctimestamp,init_SOC,resistance,cvoltage,cvoltage_orin
31.009취,33813,1234,0,-1,0,-1,100,0,0,0,0,33813,0,0.02,0,0
31.109취,33913,1234,0,-1,0,-1,100,0,0,0,0,33913,0,0.02,0,0
31.209취,34013,1244,0,-1,0,-1,100,0,0,0,0,34013,0,0.02,0,0
31.309취,34113,1251,0,-1,0,-1,100,0,0,0,0,34113,0,0.02,0,0
31.409취,34213,1234,0,-1,0,-1,100,0,0,0,0,34213,0,0.02,0,0
31.509취,34313,1224,0,-1,0,-1,100,0,0,0,0,34313,0,0.02,0,0
31.609취,34413,1031,0,-1,0,-1,100,0,0,0,0,34413,0,0.02,0,0
31.709취,34513,1229,0,-1,0,-1,100,0,0,0,0,34513,0,0.02,0,0
31.809취,34613,1244,0,-1,0,-1,100,0,0,0,0,34613,0,0.02,0,0
31.909취,34713,1233,0,-1,0,-1,100,0,0,0,0,34713,0,0.02,0,0
32.009취,34813,1242,0,-1,0,-1,100,0,0,0,0,34813,0,0.02,0,0
32.109취,34913,1238,0,-1,0,-1,100,0,0,0,0,34913,0,0.02,0,0
32.209취,35013,1247,0,-1,0,-1,100,0,0,0,0,35013,0,0.02,0,0
32.309취,35113,1233,0,-1,0,-1,100,0,0,0,0,35113,0,0.02,0,0
32.409취,35213,1243,0,-1,0,-1,100,0,0,0,0,35213,0,0.02,0,0
32.509취,35313,1252,0,-1,0,-1,100,0,0,0,0,35313,0,0.02,0,0
32.609취,35413,1242,0,-1,0,-1,100,0,0,0,0,35413,0,0.02,0,0
32.709취,35513,1240,0,-1,0,-1,100,0,0,0,0,35513,0,0.02,0,0
32.809취,35613,1242,0,-1,0,-1,100,0,0,0,0,35613,0,0.02,0,0
32.909취,35713,1249,0,-1,0,-1,100,0,0,0,0,35713,0,0.02,0,0
33.009취,35813,1225,0,-1,0,-1,100,0,0,0,0,35813,0,0.02,0,0
33.109취,35913,1235,0,-1,0,-1,100,0,0,0,0,35913,0,0.02,0,0
33.209취,36013,1240,0,-1,0,-1,100,0,0,0,0,36013,0,0.02,0,0
33.309취,36113,1248,0,-1,0,-1,100,0,0,0,0,36113,0,0.02,0,0
33.409취,36213,1234,0,-1,0,-1,100,0,0,0,0,36213,0,0.02,0,0
33.509취,36313,1248,0,-1,0,-1,100,0,0,0,0,36313,0,0.02,0,0
33.609취,36413,1252,0,-1,0,-1,100,0,0,0,0,36413,0,0.02,0,0
33.709취,36513,1228,0,-1,0,-1,100,0,0,0,0,36513,0,0.02,0,0
33.809취,36613,1231,0,-1,0,-1,100,0,0,0,0,36613,0,0.02,0,0
33.909취,36713,1244,0,-1,0,-1,100,0,0,0,0,36713,0,0.02,0,0
34.009취,36813,1247,0,-1,0,-1,100,0,0,0,0,36813,0,0.02,0,0
34.109취,36913,1232,0,-1,0,-1,100,0,0,0,0,36913,0,0.02,0,0
34.209취,37013,1245,0,-1,0,-1,100,0,0,0,0,37013,0,0.02,0,0
34.309취,37113,1227,0,-1,0,-1,100,0,0,0,0,37113,0,0.02,0,0
34.409취,37213,1237,0,-1,0,-1,100,0,0,0,0,37213,0,0.02,0,0
34.509취,37313,1224,0,-1,0,-1,100,0,0,0,0,37313,0,0.02,0,0
34.609취,37413,1242,0,-1,0,-1,100,0,0,0,0,37413,0,0.02,0,0
34.709취,37513,1253,0,-1,0,-1,100,0,0,0,0,37513,0,0.02,0,0
34.809취,37613,1229,0,-1,0,-1,100,0,0,0,0,37613,0,0.02,0,0
34.909취,37713,1226,0,-1,0,-1,100,0,0,0,0,37713,0,0.02,0,0
35.009취,37813,1248,0,-1,0,-1,100,0,0,0,0,37813,0,0.02,0,0
35.109취,37913,1236,0,-1,0,-1,100,0,0,0,0,37913,0,0.02,0,0
35.209취,38013,1231,0,-1,0,-1,100,0,0,0,0,38013,0,0.02,0,0
35.309취,38113,1244,0,-1,0,-1,100,0,0,0,0,38113,0,0.02,0,0
35.409취,38213,1234,0,-1,0,-1,100,0,0,0,0,38213,0,0.02,0,0
35.509취,38313,1222,0,-1,0,-1,100,0,0,0,0,38313,0,0.02,0,0
35.609취,38413,1234,0,-1,0,-1,100,0,0,0,0,38413,0,0.02,0,0
35.709취,38513,1253,0,-1,0,-1,100,0,0,0,0,38513,0,0.02,0,0
35.809취,38613,1240,0,-1,0,-1,100,0,0,0,0,38613,0,0.02,0,0
35.909취,38713,1228,0,-1,0,-1,100,0,0,0,0,38713,0,0.02,0,0
36.009취,38813,1240,0,-1,0,-1,100,0,0,0,0,38813,0,0.02,0,0
36.109취,38913,1240,0,-1,0,-1,100,0,0,0,0,38913,0,0.02,0,0
36.209취,39013,1238,0,-1,0,-1,100,0,0,0,0,39013,0,0.02,0,0
36.309취,39113,1229,0,-1,0,-1,100,0,0,0,0,39113,0,0.02,0,0
36.409취,39213,1240,0,-1,0,-1,100,0,0,0,0,39213,0,0.02,0,0
36.509취,39313,1245,0,-1,0,-1,100,0,0,0,0,39313,0,0.02,0,0
36.609취,39413,1231,0,-1,0,-1,100,0,0,0,0,39413,0,0.02,0,0
36.709취,39513,1238,0,-1,0,-1,100,0,0,0,0,39513,0,0.02,0,0
36.809취,39613,1244,0,-1,0,-1,100,0,0,0,0,39613,0,0.02,0,0
36.909취,39713,1238,0,-1,0,-1,100,0,0,0,0,39713,0,0.02,0,0
37.009취,39813,1237,0,-1,0,-1,100,0,0,0,0,39813,0,0.02,0,0
37.109취,39913,1234,0,-1,0,-1,100,0,0,0,0,39913,0,0.02,0,0
37.209취,40013,1246,0,-1,0,-1,100,0,0,0,0,40013,0,0.02,0,0
37.309취,40113,1231,0,-1,0,-1,100,0,0,0,0,40113,0,0.02,0,0
37.409취,40213,1232,0,-1,0,-1,100,0,0,0,0,40213,0,0.02,0,0
37.509취,40313,1244,0,-1,0,-1,100,0,0,0,0,40313,0,0.02,0,0
37.609취,40413,1244,0,-1,0,-1,100,0,0,0,0,40413,0,0.02,0,0
37.709취,40513,1237,0,-1,0,-1,100,0,0,0,0,40513,0,0.02,0,0
37.809취,40613,1245,0,-1,0,-1,100,0,0,0,0,40613,0,0.02,0,0
37.909취,40713,1229,0,-1,0,-1,100,0,0,0,0,40713,0,0.02,0,0
38.009취,40813,1237,0,-1,0,-1,100,0,0,0,0,40813,0,0.02,0,0
38.109취,40913,1219,0,-1,0,-1,100,0,0,0,0,40913,0,0.02,0,0
38.209취,41013,1238,0,-1,0,-1,100,0,0,0,0,41013,0,0.02,0,0
38.309취,41113,1240,0,-1,0,-1,100,0,0,0,0,41113,0,0.02,0,0
38.409취,41213,1232,0,-1,0,-1,100,0,0,0,0,41213,0,0.02,0,0
38.509취,41313,1243,0,-1,0,-1,100,0,0,0,0,41313,0,0.02,0,0
38.609취,41413,1241,0,-1,0,-1,100,0,0,0,0,41413,0,0.02,0,0
38.709취,41513,1223,0,-1,0,-1,100,0,0,0,0,41513,0,0.02,0,0
38.809취,41613,1239,0,-1,0,-1,100,0,0,0,0,41613,0,0.02,0,0
38.909취,41713,1234,0,-1,0,-1,100,0,0,0,0,41713,0,0.02,0,0
39.009취,41813,1227,0,-1,0,-1,100,0,0,0,0,41813,0,0.02,0,0
39.109취,41913,1230,0,-1,0,-1,100,0,0,0,0,41913,0,0.02,0,0
39.209취,42013,1227,0,-1,0,-1,100,0,0,0,0,42013,0,0.02,0,0
39.309취,42113,1235,0,-1,0,-1,100,0,0,0,0,42113,0,0.02,0,0
39.409취,42213,1233,0,-1,0,-1,100,0,0,0,0,42213,0,0.02,0,0
39.509취,42313,1221,0,-1,0,-1,100,0,0,0,0,42313,0,0.02,0,0
39.609취,42413,1242,0,-1,0,-1,100,0,0,0,0,42413,0,0.02,0,0
39.709취,42513,1241,0,-1,0,-1,100,0,0,0,0,42513,0,0.02,0,0
39.809취,42613,1031,0,-1,0,-1,100,0,0,0,0,42613,0,0.02,0,0
39.909취,42713,1245,0,-1,0,-1,100,0,0,0,0,42713,0,0.02,0,0
40.009취,42813,1225,0,-1,0,-1,100,0,0,0,0,42813,0,0.02,0,0
40.109취,42913,1232,0,-1,0,-1,100,0,0,0,0,42913,0,0.02,0,0
40.209취,43013,1222,0,-1,0,-1,100,0,0,0,0,43013,0,0.02,0,0
40.309취,43113,1243,0,-1,0,-1,100,0,0,0,0,43113,0,0.02,0,0
40.409취,43213,1231,0,-1,0,-1,100,0,0,0,0,43213,0,0.02,0,0
40.509취,43313,1240,0,-1,0,-1,100,0,0,0,0,43313,0,0.02,0,0
40.609취,43413,1235,0,-1,0,-1,100,0,0,0,0,43413,0,0.02,0,0
40.709취,43513,1234,0,-1,0,-1,100,0,0,0,0,43513,0,0.02,0,0
40.809취,43613,1238,0,-1,0,-1,100,0,0,0,0,43613,0,0.02,0,0
40.909취,43713,1231,0,-1,0,-1,100,0,0,0,0,43713,0,0.02,0,0
41.009취,43813,1232,0,-1,0,-1,100,0,0,0,0,43813,0,0.02,0,0
41.109취,43913,1238,0,-1,0,-1,100,0,0,0,0,43913,0,0.02,0,0
41.209취,44013,1241,0,-1,0,-1,100,0,0,0,0,44013,0,0.02,0,0
41.309취,44113,1233,0,-1,0,-1,100,0,0,0,0,44113,0,0.02,0,0
41.409취,44213,1227,0,-1,0,-1,100,0,0,0,0,44213,0,0.02,0,0
41.509취,44313,1031,0,-1,0,-1,100,0,0,0,0,44313,0,0.02,0,0
41.609취,44413,1239,0,-1,0,-1,100,0,0,0,0,44413,0,0.02,0,0
41.709취,44513,1238,0,-1,0,-1,100,0,0,0,0,44513,0,0.02,0,0
41.809취,44613,1217,0,-1,0,-1,100,0,0,0,0,44613,0,0.02,0,0
41.909취,44713,1231,0,-1,0,-1,100,0,0,0,0,44713,0,0.02,0,0
42.009취,44813,1238,0,-1,0,-1,100,0,0,0,0,44813,0,0.02,0,0
42.109취,44913,1228,0,-1,0,-1,100,0,0,0,0,44913,0,0.02,0,0
42.209취,45013,1218,0,-1,0,-1,100,0,0,0,0,45013,0,0.02,0,0
42.309취,45113,1232,0,-1,0,-1,100,0,0,0,0,45113,0,0.02,0,0
42.409취,45213,1031,0,-1,0,-1,100,0,0,0,0,45213,0,0.02,0,0
42.509취,45313,1224,0,-1,0,-1,100,0,0,0,0,45313,0,0.02,0,0
42.609취,45413,1235,0,-1,0,-1,100,0,0,0,0,45413,0,0.02,0,0
42.709취,45513,1244,0,-1,0,-1,100,0,0,0,0,45513,0,0.02,0,0
42.809취,45613,1234,0,-1,0,-1,100,0,0,0,0,45613,0,0.02,0,0
42.909취,45713,1227,0,-1,0,-1,100,0,0,0,0,45713,0,0.02,0,0
43.009취,45813,1218,0,-1,0,-1,100,0,0,0,0,45813,0,0.02,0,0
43.109취,45913,1235,0,-1,0,-1,100,0,0,0,0,45913,0,0.02,0,0
43.209취,46013,1228,0,-1,0,-1,100,0,0,0,0,46013,0,0.02,0,0
43.309취,46113,1243,0,-1,0,-1,100,0,0,0,0,46113,0,0.02,0,0
43.409취,46213,1239,0,-1,0,-1,100,0,0,0,0,46213,0,0.02,0,0
43.509취,46313,1228,0,-1,0,-1,100,0,0,0,0,46313,0,0.02,0,0
43.609취,46413,1225,0,-1,0,-1,100,0,0,0,0,46413,0,0.02,0,0
43.709취,46513,1237,0,-1,0,-1,100,0,0,0,0,46513,0,0.02,0,0
43.809취,46613,1220,0,-1,0,-1,100,0,0,0,0,46613,0,0.02,0,0
43.909취,46713,1229,0,-1,0,-1,100,0,0,0,0,46713,0,0.02,0,0
44.009취,46813,1219,0,-1,0,-1,100,0,0,0,0,46813,0,0.02,0,0
44.109취,46913,1228,0,-1,0,-1,100,0,0,0,0,46913,0,0.02,0,0
44.209취,47013,1226,0,-1,0,-1,100,0,0,0,0,47013,0,0.02,0,0
44.309취,47113,1237,0,-1,0,-1,100,0,0,0,0,47113,0,0.02,0,0
44.409취,47213,1224,0,-1,0,-1,100,0,0,0,0,47213,0,0.02,0,0
44.509취,47313,1235,0,-1,0,-1,100,0,0,0,0,47313,0,0.02,0,0
44.609취,47413,1229,0,-1,0,-1,100,0,0,0,0,47413,0,0.02,0,0
44.709취,47513,1240,0,-1,0,-1,100,0,0,0,0,47513,0,0.02,0,0
44.809취,47613,1215,0,-1,0,-1,100,0,0,0,0,47613,0,0.02,0,0
44.909취,47713,1222,0,-1,0,-1,100,0,0,0,0,47713,0,0.02,0,0
45.009취,47813,1232,0,-1,0,-1,100,0,0,0,0,47813,0,0.02,0,0
45.109취,47913,1031,0,-1,0,-1,100,0,0,0,0,47913,0,0.02,0,0
45.209취,48013,1227,0,-1,0,-1,100,0,0,0,0,48013,0,0.02,0,0
45.309취,48113,1231,0,-1,0,-1,100,0,0,0,0,48113,0,0.02,0,0
45.409취,48213,1234,0,-1,0,-1,100,0,0,0,0,48213,0,0.02,0,0
45.509취,48313,1212,0,-1,0,-1,100,0,0,0,0,48313,0,0.02,0,0
45.609취,48413,1234,0,-1,0,-1,100,0,0,0,0,48413,0,0.02,0,0
45.709취,48513,1201,0,-1,0,-1,100,0,0,0,0,48513,0,0.02,0,0
45.809취,48613,1217,0,-1,0,-1,100,0,0,0,0,48613,0,0.02,0,0
45.909취,48713,1248,0,-1,0,-1,100,0,0,0,0,48713,0,0.02,0,0
46.009취,48813,1226,0,-1,0,-1,100,0,0,0,0,48813,0,0.02,0,0
46.109취,48913,1234,0,-1,0,-1,100,0,0,0,0,48913,0,0.02,0,0
46.209취,49013,1233,0,-1,0,-1,100,0,0,0,0,49013,0,0.02,0,0
46.309취,49113,1231,0,-1,0,-1,100,0,0,0,0,49113,0,0.02,0,0
46.409취,49213,1226,0,-1,0,-1,100,0,0,0,0,49213,0,0.02,0,0
46.509취,49313,1225,0,-1,0,-1,100,0,0,0,0,49313,0,0.02,0,0
46.609취,49413,1226,0,-1,0,-1,100,0,0,0,0,49413,0,0.02,0,0
46.709취,49513,1238,0,-1,0,-1,100,0,0,0,0,49513,0,0.02,0,0
46.809취,49613,1219,0,-1,0,-1,100,0,0,0,0,49613,0,0.02,0,0
46.909취,49713,1231,0,-1,0,-1,100,0,0,0,0,49713,0,0.02,0,0
47.009취,49813,1240,0,-1,0,-1,100,0,0,0,0,49813,0,0.02,0,0
47.109취,49913,1241,0,-1,0,-1,100,0,0,0,0,49913,0,0.02,0,0
47.209취,50013,1231,0,-1,0,-1,100,0,0,0,0,50013,0,0.02,0,0
47.309취,50113,1218,0,-1,0,-1,100,0,0,0,0,50113,0,0.02,0,0
47.409취,50213,1226,0,-1,0,-1,100,0,0,0,0,50213,0,0.02,0,0
47.509취,50313,1225,0,-1,0,-1,100,0,0,0,0,50313,0,0.02,0,0
47.609취,50413,1238,0,-1,0,-1,100,0,0,0,0,50413,0,0.02,0,0
47.709취,50513,1233,0,-1,0,-1,100,0,0,0,0,50513,0,0.02,0,0
47.809취,50613,1228,0,-1,0,-1,100,0,0,0,0,50613,0,0.02,0,0
47.909취,50713,1229,0,-1,0,-1,100,0,0,0,0,50713,0,0.02,0,0
48.009취,50813,1217,0,-1,0,-1,100,0,0,0,0,50813,0,0.02,0,0
48.109취,50913,1229,0,-1,0,-1,100,0,0,0,0,50913,0,0.02,0,0
48.209취,51013,1224,0,-1,0,-1,100,0,0,0,0,51013,0,0.02,0,0
48.309취,51113,1221,0,-1,0,-1,100,0,0,0,0,51113,0,0.02,0,0
48.409취,51213,1239,0,-1,0,-1,100,0,0,0,0,51213,0,0.02,0,0
48.509취,51313,1239,0,-1,0,-1,100,0,0,0,0,51313,0,0.02,0,0
48.609취,51413,1227,0,-1,0,-1,100,0,0,0,0,51413,0,0.02,0,0
48.709취,51513,1229,0,-1,0,-1,100,0,0,0,0,51513,0,0.02,0,0
48.809취,51613,1225,0,-1,0,-1,100,0,0,0,0,51613,0,0.02,0,0
48.909취,51713,1242,0,-1,0,-1,100,0,0,0,0,51713,0,0.02,0,0
49.009취,51813,1224,0,-1,0,-1,100,0,0,0,0,51813,0,0.02,0,0
49.109취,51913,1226,0,-1,0,-1,100,0,0,0,0,51913,0,0.02,0,0
49.209취,52013,1208,0,-1,0,-1,100,0,0,0,0,52013,0,0.02,0,0
49.309취,52113,1227,0,-1,0,-1,100,0,0,0,0,52113,0,0.02,0,0
49.409취,52213,1239,0,-1,0,-1,100,0,0,0,0,52213,0,0.02,0,0
49.509취,52313,1236,0,-1,0,-1,100,0,0,0,0,52313,0,0.02,0,0
49.609취,52413,1228,0,-1,0,-1,100,0,0,0,0,52413,0,0.02,0,0
49.709취,52513,1230,0,-1,0,-1,100,0,0,0,0,52513,0,0.02,0,0
49.809취,52613,1232,0,-1,0,-1,100,0,0,0,0,52613,0,0.02,0,0
49.909취,52713,1224,0,-1,0,-1,100,0,0,0,0,52713,0,0.02,0,0
50.009취,52813,1227,0,-1,0,-1,100,0,0,0,0,52813,0,0.02,0,0
50.109취,52913,1224,0,-1,0,-1,100,0,0,0,0,52913,0,0.02,0,0
50.209취,53013,1237,0,-1,0,-1,100,0,0,0,0,53013,0,0.02,0,0
50.309취,53113,1220,0,-1,0,-1,100,0,0,0,0,53113,0,0.02,0,0
50.409취,53213,1225,0,-1,0,-1,100,0,0,0,0,53213,0,0.02,0,0
50.509취,53313,1227,0,-1,0,-1,100,0,0,0,0,53313,0,0.02,0,0
50.609취,53413,1215,0,-1,0,-1,100,0,0,0,0,53413,0,0.02,0,0
50.709취,53513,1231,0,-1,0,-1,100,0,0,0,0,53513,0,0.02,0,0
50.809취,53613,1230,0,-1,0,-1,100,0,0,0,0,53613,0,0.02,0,0
50.909취,53713,1232,0,-1,0,-1,100,0,0,0,0,53713,0,0.02,0,0
51.009취,53813,1232,0,-1,0,-1,100,0,0,0,0,53813,0,0.02,0,0
51.109취,53913,1234,0,-1,0,-1,100,0,0,0,0,53913,0,0.02,0,0
51.209취,54013,1220,0,-1,0,-1,100,0,0,0,0,54013,0,0.02,0,0
51.309취,54113,1244,0,-1,0,-1,100,0,0,0,0,54113,0,0.02,0,0
51.409취,54213,1234,0,-1,0,-1,100,0,0,0,0,54213,0,0.02,0,0
51.509취,54313,1215,0,-1,0,-1,100,0,0,0,0,54313,0,0.02,0,0
51.609취,54413,1245,0,-1,0,-1,100,0,0,0,0,54413,0,0.02,0,0
51.709취,54513,1209,0,-1,0,-1,100,0,0,0,0,54513,0,0.02,0,0
51.809취,54613,1218,0,-1,0,-1,100,0,0,0,0,54613,0,0.02,0,0
51.909취,54713,1226,0,-1,0,-1,100,0,0,0,0,54713,0,0.02,0,0
52.009취,54813,1229,0,-1,0,-1,100,0,0,0,0,54813,0,0.02,0,0
52.109취,54913,1229,0,-1,0,-1,100,0,0,0,0,54913,0,0.02,0,0
52.209취,55013,1219,0,-1,0,-1,100,0,0,0,0,55013,0,0.02,0,0
52.309취,55113,1216,0,-1,0,-1,100,0,0,0,0,55113,0,0.02,0,0
52.409취,55213,1229,0,-1,0,-1,100,0,0,0,0,55213,0,0.02,0,0
52.509취,55313,1243,0,-1,0,-1,100,0,0,0,0,55313,0,0.02,0,0
52.609취,55413,1226,0,-1,0,-1,100,0,0,0,0,55413,0,0.02,0,0
52.709취,55513,1221,0,-1,0,-1,100,0,0,0,0,55513,0,0.02,0,0
52.809취,55613,1225,0,-1,0,-1,100,0,0,0,0,55613,0,0.02,0,0
52.909취,55713,1231,0,-1,0,-1,100,0,0,0,0,55713,0,0.02,0,0
53.009취,55813,1228,0,-1,0,-1,100,0,0,0,0,55813,0,0.02,0,0
53.109취,55913,1227,0,-1,0,-1,100,0,0,0,0,55913,0,0.02,0,0
53.209취,56013,1226,0,-1,0,-1,100,0,0,0,0,56013,0,0.02,0,0
53.309취,56113,1234,0,-1,0,-1,100,0,0,0,0,56113,0,0.02,0,0
53.409취,56213,1228,0,-1,0,-1,100,0,0,0,0,56213,0,0.02,0,0
53.509취,56313,1226,0,-1,0,-1,100,0,0,0,0,56313,0,0.02,0,0
53.609취,56413,1216,0,-1,0,-1,100,0,0,0,0,56413,0,0.02,0,0
53.709취,56513,1234,0,-1,0,-1,100,0,0,0,0,56513,0,0.02,0,0
53.809취,56613,1233,0,-1,0,-1,100,0,0,0,0,56613,0,0.02,0,0
53.909취,56713,1218,0,-1,0,-1,100,0,0,0,0,56713,0,0.02,0,0
54.009취,56813,1231,0,-1,0,-1,100,0,0,0,0,56813,0,0.02,0,0
54.109취,56913,1232,0,-1,0,-1,100,0,0,0,0,56913,0,0.02,0,0
54.209취,57013,1222,0,-1,0,-1,100,0,0,0,0,57013,0,0.02,0,0
54.309취,57113,1213,0,-1,0,-1,100,0,0,0,0,57113,0,0.02,0,0
54.409취,57213,1226,0,-1,0,-1,100,0,0,0,0,57213,0,0.02,0,0
54.509취,57313,1232,0,-1,0,-1,100,0,0,0,0,57313,0,0.02,0,0
54.609취,57413,1221,0,-1,0,-1,100,0,0,0,0,57413,0,0.02,0,0
54.709취,57513,1227,0,-1,0,-1,100,0,0,0,0,57513,0,0.02,0,0
54.809취,57613,1223,0,-1,0,-1,100,0,0,0,0,57613,0,0.02,0,0
54.909취,57713,1224,0,-1,0,-1,100,0,0,0,0,57713,0,0.02,0,0
55.009취,57813,1220,0,-1,0,-1,100,0,0,0,0,57813,0,0.02,0,0
55.109취,57913,1227,0,-1,0,-1,100,0,0,0,0,57913,0,0.02,0,0
55.209취,58013,1231,0,-1,0,-1,100,0,0,0,0,58013,0,0.02,0,0
55.309취,58113,1236,0,-1,0,-1,100,0,0,0,0,58113,0,0.02,0,0
55.409취,58213,1229,0,-1,0,-1,100,0,0,0,0,58213,0,0.02,0,0
55.509취,58313,1226,0,-1,0,-1,100,0,0,0,0,58313,0,0.02,0,0
55.609취,58413,1231,0,-1,0,-1,100,0,0,0,0,58413,0,0.02,0,0
55.709취,58513,1231,0,-1,0,-1,100,0,0,0,0,58513,0,0.02,0,0
55.809취,58613,1230,0,-1,0,-1,100,0,0,0,0,58613,0,0.02,0,0
55.909취,58713,1225,0,-1,0,-1,100,0,0,0,0,58713,0,0.02,0,0
56.009취,58813,1223,0,-1,0,-1,100,0,0,0,0,58813,0,0.02,0,0
56.109취,58913,1221,0,-1,0,-1,100,0,0,0,0,58913,0,0.02,0,0
56.209취,59013,1231,0,-1,0,-1,100,0,0,0,0,59013,0,0.02,0,0
56.309취,59113,1220,0,-1,0,-1,100,0,0,0,0,59113,0,0.02,0,0
56.409취,59213,1228,0,-1,0,-1,100,0,0,0,0,59213,0,0.02,0,0
56.509취,59313,1234,0,-1,0,-1,100,0,0,0,0,59313,0,0.02,0,0
56.609취,59413,1223,0,-1,0,-1,100,0,0,0,0,59413,0,0.02,0,0
56.709취,59513,1223,0,-1,0,-1,100,0,0,0,0,59513,0,0.02,0,0
56.809취,59613,1225,0,-1,0,-1,100,0,0,0,0,59613,0,0.02,0,0
56.909취,59713,1220,0,-1,0,-1,100,0,0,0,0,59713,0,0.02,0,0
57.009취,59813,1225,0,-1,0,-1,100,0,0,0,0,59813,0,0.02,0,0
57.109취,59913,1206,0,-1,0,-1,100,0,0,0,0,59913,0,0.02,0,0
57.209취,60013,1233,0,-1,0,-1,100,0,0,0,0,60013,0,0.02,0,0
57.309취,60113,1234,0,-1,0,-1,100,0,0,0,0,60113,0,0.02,0,0
57.409취,60213,1212,0,-1,0,-1,100,0,0,0,0,60213,0,0.02,0,0
57.509취,60313,1226,0,-1,0,-1,100,0,0,0,0,60313,0,0.02,0,0
57.609취,60413,1215,0,-1,0,-1,100,0,0,0,0,60413,0,0.02,0,0
57.709취,60513,1239,0,-1,0,-1,100,0,0,0,0,60513,0,0.02,0,0
57.809취,60613,1213,0,-1,0,-1,100,0,0,0,0,60613,0,0.02,0,0
57.909취,60713,1223,0,-1,0,-1,100,0,0,0,0,60713,0,0.02,0,0
58.009취,60813,1222,0,-1,0,-1,100,0,0,0,0,60813,0,0.02,0,0
58.109취,60913,1234,0,-1,0,-1,100,0,0,0,0,60913,0,0.02,0,0
58.209취,61013,1224,0,-1,0,-1,100,0,0,0,0,61013,0,0.02,0,0
58.309취,61113,1226,0,-1,0,-1,100,0,0,0,0,61113,0,0.02,0,0
58.409취,61213,1229,0,-1,0,-1,100,0,0,0,0,61213,0,0.02,0,0
58.509취,61313,1229,0,-1,0,-1,100,0,0,0,0,61313,0,0.02,0,0
58.609취,61413,1229,0,-1,0,-1,100,0,0,0,0,61413,0,0.02,0,0
58.709취,61513,1218,0,-1,0,-1,100,0,0,0,0,61513,0,0.02,0,0
58.809취,61613,1226,0,-1,0,-1,100,0,0,0,0,61613,0,0.02,0,0
58.909취,61713,1231,0,-1,0,-1,100,0,0,0,0,61713,0,0.02,0,0
59.009취,61813,1229,0,-1,0,-1,100,0,0,0,0,61813,0,0.02,0,0
59.109취,61913,1220,0,-1,0,-1,100,0,0,0,0,61913,0,0.02,0,0
59.209취,62013,1224,0,-1,0,-1,100,0,0,0,0,62013,0,0.02,0,0
59.309취,62113,1224,0,-1,0,-1,100,0,0,0,0,62113,0,0.02,0,0
59.409취,62213,1031,0,-1,0,-1,100,0,0,0,0,62213,0,0.02,0,0
59.509취,62313,1222,0,-1,0,-1,100,0,0,0,0,62313,0,0.02,0,0
59.609취,62413,1221,0,-1,0,-1,100,0,0,0,0,62413,0,0.02,0,0
59.709취,62513,1226,0,-1,0,-1,100,0,0,0,0,62513,0,0.02,0,0
59.809취,62613,1225,0,-1,0,-1,100,0,0,0,0,62613,0,0.02,0,0
59.909취,62713,1210,0,-1,0,-1,100,0,0,0,0,62713,0,0.02,0,0
60.009취,62813,1219,0,-1,0,-1,100,0,0,0,0,62813,0,0.02,0,0
60.109취,62913,1228,0,-1,0,-1,100,0,0,0,0,62913,0,0.02,0,0
60.209취,63013,1227,0,-1,0,-1,100,0,0,0,0,63013,0,0.02,0,0
60.309취,63113,1216,0,-1,0,-1,100,0,0,0,0,63113,0,0.02,0,0
60.409취,63213,1236,0,-1,0,-1,100,0,0,0,0,63213,0,0.02,0,0
60.509취,63313,1224,0,-1,0,-1,100,0,0,0,0,63313,0,0.02,0,0
60.609취,63413,1226,0,-1,0,-1,100,0,0,0,0,63413,0,0.02,0,0
60.709취,63513,1218,0,-1,0,-1,100,0,0,0,0,63513,0,0.02,0,0
60.809취,63613,1227,0,-1,0,-1,100,0,0,0,0,63613,0,0.02,0,0
60.909취,63713,1226,0,-1,0,-1,100,0,0,0,0,63713,0,0.02,0,0
61.009취,63813,1215,0,-1,0,-1,100,0,0,0,0,63813,0,0.02,0,0
61.109취,63913,1210,0,-1,0,-1,100,0,0,0,0,63913,0,0.02,0,0
61.209취,64013,1231,0,-1,0,-1,100,0,0,0,0,64013,0,0.02,0,0
61.309취,64113,1230,0,-1,0,-1,100,0,0,0,0,64113,0,0.02,0,0
61.409취,64213,1031,0,-1,0,-1,100,0,0,0,0,64213,0,0.02,0,0
61.509취,64313,1216,0,-1,0,-1,100,0,0,0,0,64313,0,0.02,0,0
61.609취,64413,1212,0,-1,0,-1,100,0,0,0,0,64413,0,0.02,0,0
61.709취,64513,1224,0,-1,0,-1,100,0,0,0,0,64513,0,0.02,0,0
61.809취,64613,1230,0,-1,0,-1,100,0,0,0,0,64613,0,0.02,0,0
61.909취,64713,1211,0,-1,0,-1,100,0,0,0,0,64713,0,0.02,0,0
62.009취,64813,1231,0,-1,0,-1,100,0,0,0,0,64813,0,0.02,0,0
62.109취,64913,1219,0,-1,0,-1,100,0,0,0,0,64913,0,0.02,0,0
62.209취,65013,1260,0,-1,0,-1,100,0,0,0,0,65013,0,0.02,0,0
62.309취,65113,1213,0,-1,0,-1,100,0,0,0,0,65113,0,0.02,0,0
62.409취,65213,1207,0,-1,0,-1,100,0,0,0,0,65213,0,0.02,0,0
62.509취,65313,1228,0,-1,0,-1,100,0,0,0,0,65313,0,0.02,0,0
