time,timestamp,iTOW,year,month,day,hour,min,sec,valid,tAcc,nano,fixType,flags,reserved1,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,heading,sAcc,headingAcc,pDOP,reserved2
0취,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.668취,668,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912884,226027728,50974,0,199,331,-19,38,41,0,0,78,0,0,0
0.768취,768,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912885,226027728,50952,0,199,332,30,44,119,0,0,105,0,0,0
0.864취,864,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912885,226027728,50940,0,199,332,-4,-25,32,0,0,114,0,0,0
0.966취,966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027728,50932,0,199,332,-26,-9,-10,0,0,82,0,0,0
1.068취,1068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50922,0,199,332,-16,-49,36,0,0,107,0,0,0
1.186취,1186,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027728,50913,0,199,333,26,12,25,0,0,97,0,0,0
1.268취,1268,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027728,50906,0,199,333,-19,-40,-9,0,0,83,0,0,0
1.364취,1364,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912884,226027728,50895,0,199,333,1,-7,70,0,0,117,0,0,0
1.466취,1466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50881,0,199,333,6,4,5,0,0,82,0,0,0
1.566취,1566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50876,0,199,333,-25,-8,-23,0,0,92,0,0,0
1.668취,1668,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50863,0,199,334,21,-12,40,0,0,105,0,0,0
1.768취,1768,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50850,0,199,334,-26,22,9,0,0,48,0,0,0
1.864취,1864,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50837,0,199,334,3,2,9,0,0,85,0,0,0
1.968취,1968,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50825,0,199,334,-7,-16,-2,0,0,72,0,0,0
2.068취,2068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50817,0,199,334,5,-9,27,0,0,103,0,0,0
2.188취,2188,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912885,226027727,50821,0,234,394,-11,3,10,0,0,70,0,0,0
2.268취,2268,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912886,226027727,50821,0,283,477,-6,-15,28,0,0,101,0,0,0
2.366취,2366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912887,226027727,50831,0,308,519,-18,-3,4,0,0,58,0,0,0
2.466취,2466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912888,226027727,50838,0,329,554,8,22,-34,0,0,97,0,0,0
2.566취,2566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912888,226027727,50847,0,341,574,2,-3,-17,0,0,81,0,0,0
2.666취,2666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912889,226027728,50855,0,346,585,10,-8,-3,0,0,43,0,0,0
2.766취,2766,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912890,226027728,50867,0,357,604,-1,25,-24,0,0,91,0,0,0
2.866취,2866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912891,226027728,50864,0,359,607,9,34,30,0,0,72,0,0,0
2.966취,2966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912892,226027729,50865,0,360,608,50,36,4,0,0,75,0,0,0
3.068취,3068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912893,226027729,50863,0,361,610,-9,-36,90,0,0,109,0,0,0
3.184취,3184,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912893,226027729,50873,0,361,611,-6,-9,10,0,0,102,0,0,0
3.266취,3266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912894,226027729,50876,0,358,607,1,11,34,0,0,102,0,0,0
3.366취,3366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912894,226027729,50877,0,352,597,-14,-20,92,0,0,110,0,0,0
3.466취,3466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912895,226027729,50881,0,349,592,-4,-7,21,0,0,103,0,0,0
3.568취,3568,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912895,226027729,50882,0,341,579,4,12,20,0,0,90,0,0,0
3.666취,3666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912896,226027729,50882,0,336,572,19,13,29,0,0,90,0,0,0
3.764취,3764,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912897,226027730,50892,0,339,576,4,7,-41,0,0,105,0,0,0
3.866취,3866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912897,226027730,50897,0,340,578,-20,4,-14,0,0,79,0,0,0
3.966취,3966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912897,226027730,50899,0,336,573,2,7,-51,0,0,110,0,0,0
4.066취,4066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912898,226027730,50909,0,335,570,-19,2,-31,0,0,105,0,0,0
4.184취,4184,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912898,226027730,50910,0,333,568,-29,28,-58,0,0,110,0,0,0
4.264취,4264,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912899,226027730,50913,0,338,577,1,-29,-17,0,0,82,0,0,0
4.366취,4366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912899,226027730,50910,0,342,583,27,34,43,0,0,103,0,0,0
4.466취,4466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912898,226027730,50902,0,274,467,1,-15,-42,0,0,116,0,0,0
4.566취,4566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912899,226027730,50907,0,298,507,1,53,14,0,0,84,0,0,0
4.666취,4666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912899,226027730,50911,0,311,529,0,-14,-19,0,0,100,0,0,0
4.764취,4764,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912899,226027731,50911,0,318,541,11,-16,52,0,0,126,0,0,0
4.866취,4866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912898,226027731,50898,0,256,436,23,-9,43,0,0,118,0,0,0
4.966취,4966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912898,226027731,50883,0,209,356,-9,-27,-2,0,0,87,0,0,0
5.068취,5068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912897,226027730,50863,0,198,338,-14,-23,79,0,0,121,0,0,0
5.186취,5186,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912896,226027730,50850,0,199,338,-27,-14,43,0,0,108,0,0,0
5.264취,5264,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912896,226027730,50842,0,199,339,17,21,-4,0,0,86,0,0,0
5.366취,5366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912895,226027730,50823,0,199,339,-25,-65,40,0,0,101,0,0,0
5.466취,5466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912894,226027730,50811,0,199,339,0,-7,8,0,0,84,0,0,0
5.566취,5566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912894,226027729,50803,0,199,339,26,28,19,0,0,75,0,0,0
5.666취,5666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912893,226027729,50781,0,199,339,-16,5,23,0,0,83,0,0,0
5.764취,5764,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912892,226027729,50774,0,199,339,-12,-16,-16,0,0,78,0,0,0
5.866취,5866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912891,226027729,50758,0,199,340,-9,-30,45,0,0,109,0,0,0
5.966취,5966,0,0,0,0,0,0,0,0,0,0,3,0,0,24,1139912890,226027728,50739,0,199,340,-36,-32,91,0,0,108,0,0,0
6.066취,6066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912890,226027728,50727,0,199,340,44,29,48,0,0,92,0,0,0
6.182취,6182,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912889,226027729,50714,0,199,340,25,-50,16,0,0,80,0,0,0
6.264취,6264,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912888,226027729,50690,0,199,340,20,10,201,0,0,118,0,0,0
6.366취,6366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912887,226027728,50673,0,199,340,-21,-14,128,0,0,121,0,0,0
6.466취,6466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912886,226027728,50669,0,199,340,-7,-29,70,0,0,127,0,0,0
6.566취,6566,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912886,226027728,50663,0,199,340,11,-4,53,0,0,130,0,0,0
6.666취,6666,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912884,226027728,50661,0,200,341,-36,-96,-13,0,0,94,0,0,0
6.764취,6764,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912883,226027728,50665,0,200,341,55,62,27,0,0,100,0,0,0
6.866취,6866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912882,226027728,50665,0,200,341,-32,-73,-45,0,0,103,0,0,0
6.966취,6966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912882,226027728,50667,0,200,342,6,75,27,0,0,95,0,0,0
7.066취,7066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912881,226027728,50661,0,201,342,-35,-43,1,0,0,115,0,0,0
7.186취,7186,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912880,226027727,50654,0,201,343,-13,-44,-41,0,0,112,0,0,0
7.264취,7264,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912879,226027727,50653,0,202,343,-5,43,-35,0,0,130,0,0,0
7.366취,7366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912878,226027727,50634,0,202,344,24,-38,37,0,0,124,0,0,0
7.464취,7464,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912877,226027727,50633,0,202,345,-5,44,-117,0,0,148,0,0,0
7.564취,7564,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912877,226027727,50621,0,203,345,8,68,-60,0,0,134,0,0,0
7.664취,7664,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912876,226027727,50607,0,203,346,39,-26,-21,0,0,73,0,0,0
7.764취,7764,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912875,226027727,50597,0,204,347,5,29,-14,0,0,123,0,0,0
7.864취,7864,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912874,226027727,50596,0,204,347,-14,-21,-81,0,0,133,0,0,0
7.966취,7966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912873,226027727,50585,0,204,348,36,12,26,0,0,108,0,0,0
8.066취,8066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912872,226027727,50578,0,204,348,-23,-4,-56,0,0,129,0,0,0
8.18취,8180,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912871,226027727,50565,0,205,348,-43,-17,-11,0,0,92,0,0,0
8.266취,8266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912870,226027726,50566,0,205,349,9,17,-40,0,0,131,0,0,0
8.366취,8366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912869,226027726,50557,0,205,349,14,7,-20,0,0,115,0,0,0
8.466취,8466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912868,226027726,50542,0,205,349,-5,-7,38,0,0,123,0,0,0
8.566취,8566,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912867,226027727,50529,0,205,349,14,-15,-4,0,0,54,0,0,0
8.664취,8664,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912866,226027726,50518,0,205,350,8,42,-13,0,0,92,0,0,0
8.766취,8766,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912866,226027726,50508,0,205,350,-13,-11,24,0,0,109,0,0,0
8.866취,8866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912865,226027726,50493,0,205,350,-15,-4,16,0,0,93,0,0,0
8.966취,8966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912863,226027726,50479,0,205,350,53,7,-24,0,0,69,0,0,0
9.066취,9066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912862,226027726,50464,0,205,350,-6,-43,32,0,0,92,0,0,0
9.182취,9182,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912861,226027725,50464,0,205,350,-15,21,-58,0,0,100,0,0,0
9.266취,9266,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912861,226027725,50450,0,205,350,4,13,-1,0,0,71,0,0,0
9.364취,9364,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912860,226027725,50435,0,205,350,6,-14,13,0,0,88,0,0,0
9.464취,9464,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912858,226027725,50426,0,205,350,-5,-6,-40,0,0,94,0,0,0
9.566취,9566,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912857,226027724,50410,0,205,350,12,6,3,0,0,60,0,0,0
9.664취,9664,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912856,226027724,50398,0,205,350,23,-4,-18,0,0,64,0,0,0
9.766취,9766,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912855,226027724,50387,0,205,349,-25,-8,4,0,0,56,0,0,0
9.866취,9866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912854,226027723,50371,0,205,349,19,17,-1,0,0,61,0,0,0
9.966취,9966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912853,226027723,50354,0,205,349,13,-19,51,0,0,98,0,0,0
10.066취,10066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912852,226027723,50345,0,205,349,0,-17,-1,0,0,57,0,0,0
10.182취,10182,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912851,226027723,50329,0,205,349,-28,-8,36,0,0,82,0,0,0
10.266취,10266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912849,226027722,50311,0,205,349,-30,-45,72,0,0,92,0,0,0
10.366취,10366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912848,226027722,50307,0,209,357,49,42,16,0,0,63,0,0,0
10.466취,10466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912847,226027721,50300,0,221,377,-30,-29,-6,0,0,64,0,0,0
10.566취,10566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912846,226027720,50299,0,243,414,-11,29,36,0,0,74,0,0,0
10.664취,10664,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912845,226027720,50298,0,263,448,31,-19,4,0,0,52,0,0,0
10.766취,10766,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912843,226027719,50299,0,273,466,-4,-8,44,0,0,112,0,0,0
10.866취,10866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912841,226027719,50298,0,281,479,8,-53,57,0,0,109,0,0,0
10.966취,10966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912840,226027719,50291,0,267,455,1,-75,49,0,0,104,0,0,0
11.066취,11066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912838,226027718,50299,0,258,440,12,-10,36,0,0,115,0,0,0
11.184취,11184,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912837,226027718,50303,0,253,433,9,-56,49,0,0,107,0,0,0
11.266취,11266,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912835,226027718,50303,0,251,428,-24,14,22,0,0,81,0,0,0
11.366취,11366,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912834,226027717,50304,0,249,424,29,7,55,0,0,114,0,0,0
11.466취,11466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912833,226027717,50307,0,248,424,10,41,-25,0,0,108,0,0,0
11.566취,11566,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912832,226027717,50301,0,248,424,-11,-32,42,0,0,122,0,0,0
11.664취,11664,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912831,226027716,50304,0,248,424,61,24,22,0,0,88,0,0,0
11.766취,11766,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912830,226027716,50295,0,249,425,-6,-18,63,0,0,131,0,0,0
11.866취,11866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912828,226027716,50295,0,233,398,-6,-30,-15,0,0,95,0,0,0
11.966취,11966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912827,226027716,50290,0,225,385,11,16,21,0,0,112,0,0,0
12.066취,12066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912826,226027717,50294,0,220,377,32,-10,-32,0,0,98,0,0,0
12.184취,12184,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912825,226027717,50292,0,218,372,8,1,16,0,0,122,0,0,0
12.266취,12266,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912824,226027717,50289,0,215,368,-20,-29,84,0,0,130,0,0,0
12.366취,12366,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912823,226027717,50298,0,210,358,-12,-15,-61,0,0,124,0,0,0
12.466취,12466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912822,226027717,50304,0,207,354,5,45,-77,0,0,128,0,0,0
12.566취,12566,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912821,226027717,50297,0,207,354,-23,-41,18,0,0,99,0,0,0
12.666취,12666,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912820,226027718,50293,0,207,355,6,53,-11,0,0,88,0,0,0
12.766취,12766,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912820,226027718,50296,0,207,355,-11,5,5,0,0,63,0,0,0
12.866취,12866,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912818,226027718,50278,0,207,355,-29,-62,21,0,0,91,0,0,0
12.966취,12966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912817,226027718,50276,0,207,356,23,51,13,0,0,77,0,0,0
13.066취,13066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912816,226027718,50273,0,207,356,1,-38,8,0,0,79,0,0,0
13.188취,13188,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912816,226027719,50274,0,207,356,25,48,-25,0,0,90,0,0,0
13.266취,13266,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912814,226027719,50267,0,207,356,-3,-44,-3,0,0,67,0,0,0
13.366취,13366,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912814,226027719,50268,0,207,356,1,32,-31,0,0,104,0,0,0
13.466취,13466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912813,226027719,50262,0,207,356,18,-18,-15,0,0,60,0,0,0
13.564취,13564,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912812,226027720,50253,0,207,357,16,16,35,0,0,96,0,0,0
13.666취,13666,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912811,226027720,50240,0,207,357,-2,-62,6,0,0,68,0,0,0
13.766취,13766,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912809,226027720,50223,0,207,357,-26,6,18,0,0,69,0,0,0
13.866취,13866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912808,226027720,50216,0,207,357,12,-48,5,0,0,67,0,0,0
13.966취,13966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912807,226027720,50202,0,207,357,23,23,28,0,0,91,0,0,0
14.064취,14064,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912806,226027721,50194,0,207,357,26,-19,-19,0,0,63,0,0,0
14.186취,14186,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912805,226027721,50185,0,207,357,-32,-2,17,0,0,79,0,0,0
14.266취,14266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912803,226027721,50169,0,207,357,-29,-38,40,0,0,111,0,0,0
14.366취,14366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912802,226027721,50159,0,207,358,13,8,8,0,0,92,0,0,0
14.464취,14464,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912801,226027721,50143,0,207,358,-35,39,52,0,0,90,0,0,0
14.562취,14562,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912800,226027721,50127,0,207,358,44,-36,47,0,0,105,0,0,0
14.666취,14666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912798,226027721,50117,0,208,359,-13,12,-25,0,0,120,0,0,0
14.764취,14764,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912797,226027721,50102,0,208,359,-6,20,-12,0,0,102,0,0,0
14.866취,14866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912796,226027721,50080,0,208,359,45,-16,54,0,0,105,0,0,0
14.968취,14968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912795,226027721,50076,0,208,360,-15,21,-11,0,0,84,0,0,0
15.064취,15064,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912794,226027721,50057,0,208,360,-22,-17,32,0,0,112,0,0,0
15.188취,15188,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912793,226027721,50049,0,208,360,1,6,5,0,0,86,0,0,0
15.266취,15266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912792,226027721,50029,0,208,360,20,12,38,0,0,111,0,0,0
15.366취,15366,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912790,226027721,50020,0,208,361,-11,-31,-3,0,0,85,0,0,0
15.466취,15466,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912789,226027721,50009,0,208,361,-5,24,26,0,0,97,0,0,0
15.564취,15564,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912787,226027721,49998,0,208,361,-10,1,-46,0,0,129,0,0,0
15.666취,15666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912786,226027720,49992,0,208,362,-18,-5,-45,0,0,128,0,0,0
15.766취,15766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912784,226027720,49977,0,211,367,19,6,71,0,0,131,0,0,0
15.866취,15866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912783,226027720,49973,0,214,371,9,29,2,0,0,93,0,0,0
15.964취,15964,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912781,226027720,49964,0,216,375,-35,-108,19,0,0,100,0,0,0
16.062취,16062,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912780,226027719,49952,0,216,375,9,49,56,0,0,111,0,0,0
16.188취,16188,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912779,226027719,49931,0,209,364,-1,15,56,0,0,125,0,0,0
16.264취,16264,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912777,226027719,49908,0,210,365,-6,-24,51,0,0,131,0,0,0
16.364취,16364,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912776,226027719,49899,0,210,365,-12,3,4,0,0,63,0,0,0
16.464취,16464,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912774,226027719,49867,0,210,365,2,-8,50,0,0,127,0,0,0
16.562취,16562,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912773,226027719,49846,0,210,366,16,-11,69,0,0,124,0,0,0
16.664취,16664,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912772,226027719,49824,0,210,366,-13,-4,35,0,0,118,0,0,0
16.77취,16770,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912771,226027719,49806,0,210,366,7,-12,-5,0,0,65,0,0,0
16.866취,16866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912770,226027719,49789,0,210,366,14,16,-28,0,0,108,0,0,0
16.966취,16966,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912768,226027719,49764,0,210,367,12,-23,43,0,0,112,0,0,0
17.064취,17064,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912767,226027719,49748,0,210,367,0,13,-6,0,0,90,0,0,0
17.188취,17188,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912766,226027719,49732,0,210,367,-27,-30,-46,0,0,94,0,0,0
17.266취,17266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912764,226027718,49717,0,210,367,0,-25,-8,0,0,73,0,0,0
17.366취,17366,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912763,226027718,49701,0,210,367,12,16,-36,0,0,113,0,0,0
17.464취,17464,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912762,226027718,49685,0,210,368,16,56,-41,0,0,103,0,0,0
17.566취,17566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912761,226027718,49667,0,210,368,14,32,-32,0,0,109,0,0,0
17.666취,17666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912760,226027718,49650,0,210,368,-17,-40,-32,0,0,96,0,0,0
17.766취,17766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912758,226027718,49639,0,210,368,-60,-22,-98,0,0,111,0,0,0
17.866취,17866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912756,226027717,49624,0,210,369,-41,-39,-77,0,0,106,0,0,0
17.964취,17964,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912755,226027716,49649,0,238,417,-49,-21,-123,0,0,118,0,0,0
18.084취,18084,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912753,226027715,49640,0,211,369,-109,-10,-125,0,0,111,0,0,0
18.208취,18208,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912751,226027714,49635,0,211,370,-76,-5,-151,0,0,125,0,0,0
18.286취,18286,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912749,226027713,49630,0,211,370,-120,-45,-182,0,0,120,0,0,0
18.384취,18384,0,0,0,0,0,0,0,0,0,0,3,0,0,24,1139912747,226027712,49628,0,211,370,-39,-40,-171,0,0,131,0,0,0
18.48취,18480,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912745,226027711,49618,0,211,371,-164,-54,-144,0,0,114,0,0,0
18.584취,18584,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912743,226027709,49615,0,211,372,-118,-54,-113,0,0,117,0,0,0
18.686취,18686,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912741,226027708,49590,0,211,372,-62,-22,-16,0,0,99,0,0,0
18.786취,18786,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912739,226027707,49593,0,212,373,-55,-4,-118,0,0,145,0,0,0
18.88취,18880,0,0,0,0,0,0,0,0,0,0,3,0,0,24,1139912737,226027706,49601,0,212,374,-118,-81,-275,0,0,156,0,0,0
18.978취,18978,0,0,0,0,0,0,0,0,0,0,3,0,0,24,1139912736,226027706,49601,0,212,376,12,133,-233,0,0,165,0,0,0
19.066취,19066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912735,226027705,49617,0,213,377,-40,-103,-271,0,0,167,0,0,0
19.186취,19186,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912733,226027705,49628,0,213,379,-20,-17,-173,0,0,175,0,0,0
19.266취,19266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912732,226027705,49638,0,214,380,-5,-16,-135,0,0,166,0,0,0
19.366취,19366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912731,226027704,49668,0,214,381,27,-28,-237,0,0,158,0,0,0
