time,timestamp,iTOW,year,month,day,hour,min,sec,valid,tAcc,nano,fixType,flags,reserved1,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,heading,sAcc,headingAcc,pDOP,reserved2
42.964취,42964,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912530,226027563,48969,0,214,426,-790,113,38,0,0,79,0,0,0
43.066취,43066,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912532,226027556,49005,0,214,426,-819,330,-35,0,0,79,0,0,0
43.188취,43188,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912534,226027548,49017,0,214,426,-874,51,47,0,0,84,0,0,0
43.268취,43268,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912537,226027540,49046,0,214,426,-823,312,-269,0,0,98,0,0,0
43.366취,43366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912540,226027532,49052,0,215,427,-965,242,-199,0,0,95,0,0,0
43.464취,43464,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912542,226027524,49042,0,215,428,-850,265,-71,0,0,85,0,0,0
43.566취,43566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912545,226027516,49050,0,215,429,-914,145,-95,0,0,87,0,0,0
43.666취,43666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912547,226027509,49103,0,216,429,-897,317,-140,0,0,85,0,0,0
43.768취,43768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912549,226027501,49085,0,216,429,-811,216,174,0,0,77,0,0,0
43.866취,43866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912552,226027493,49115,0,216,429,-957,243,6,0,0,75,0,0,0
43.964취,43964,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912554,226027485,49148,0,216,429,-863,184,62,0,0,74,0,0,0
44.066취,44066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912556,226027477,49154,0,216,429,-932,221,131,0,0,74,0,0,0
44.186취,44186,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912559,226027469,49183,0,216,429,-798,337,152,0,0,74,0,0,0
44.266취,44266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912562,226027461,49185,0,216,430,-963,156,52,0,0,79,0,0,0
44.366취,44366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912563,226027453,49175,0,217,430,-953,115,54,0,0,79,0,0,0
44.464취,44464,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912566,226027444,49166,0,217,431,-874,348,93,0,0,74,0,0,0
44.566취,44566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912569,226027436,49215,0,217,431,-980,144,-142,0,0,85,0,0,0
44.666취,44666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912571,226027427,49232,0,217,431,-910,191,-82,0,0,82,0,0,0
44.766취,44766,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912573,226027419,49216,0,217,432,-878,224,80,0,0,76,0,0,0
44.866취,44866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912576,226027411,49225,0,218,432,-951,238,-32,0,0,78,0,0,0
44.964취,44964,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912578,226027403,49207,0,218,433,-847,273,93,0,0,74,0,0,0
45.066취,45066,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912581,226027395,49191,0,218,433,-838,149,18,0,0,79,0,0,0
45.188취,45188,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912582,226027387,49195,0,218,434,-972,164,-51,0,0,81,0,0,0
45.266취,45266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912585,226027379,49202,0,218,434,-795,300,-99,0,0,83,0,0,0
45.366취,45366,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912588,226027371,49192,0,219,435,-1016,188,35,0,0,83,0,0,0
45.462취,45462,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912590,226027363,49249,0,219,435,-854,177,-21,0,0,84,0,0,0
45.566취,45566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912592,226027356,49260,0,219,436,-764,248,3,0,0,84,0,0,0
45.666취,45666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912594,226027349,49246,0,220,437,-797,150,111,0,0,86,0,0,0
45.766취,45766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912596,226027342,49264,0,220,438,-610,228,32,0,0,82,0,0,0
45.866취,45866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912598,226027337,49267,0,220,439,-521,195,85,0,0,86,0,0,0
45.964취,45964,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912600,226027333,49306,0,221,439,-498,127,-67,0,0,97,0,0,0
46.066취,46066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912601,226027329,49333,0,221,440,-425,81,31,0,0,88,0,0,0
46.188취,46188,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912602,226027326,49388,0,222,440,-343,81,-7,0,0,91,0,0,0
46.266취,46266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912603,226027323,49385,0,222,441,-323,74,12,0,0,85,0,0,0
46.366취,46366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912604,226027320,49364,0,222,442,-352,14,79,0,0,93,0,0,0
46.464취,46464,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912605,226027317,49364,0,222,444,-305,-52,36,0,0,97,0,0,0
46.566취,46566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912605,226027315,49368,0,223,445,-188,-16,-21,0,0,95,0,0,0
46.666취,46666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912605,226027313,49373,0,223,446,-133,-56,-87,0,0,142,0,0,0
46.766취,46766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912605,226027313,49373,0,223,447,-18,-121,-81,0,0,141,0,0,0
46.866취,46866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912604,226027313,49376,0,223,448,73,-127,-78,0,0,117,0,0,0
46.966취,46966,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912603,226027314,49395,0,223,449,162,-131,-109,0,0,108,0,0,0
47.068취,47068,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912603,226027316,49410,0,223,450,284,-148,-208,0,0,116,0,0,0
47.192취,47192,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912602,226027319,49396,0,223,451,384,-95,5,0,0,79,0,0,0
47.268취,47268,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912600,226027323,49382,0,223,452,446,-287,57,0,0,88,0,0,0
47.366취,47366,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912599,226027327,49385,0,223,453,519,-160,91,0,0,90,0,0,0
47.468취,47468,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912598,226027332,49368,0,224,453,490,-140,150,0,0,102,0,0,0
47.568취,47568,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912597,226027338,49367,0,224,454,690,-168,-44,0,0,81,0,0,0
47.668취,47668,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912596,226027343,49358,0,224,455,534,-265,-12,0,0,85,0,0,0
47.768취,47768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912594,226027349,49331,0,224,456,578,-273,46,0,0,86,0,0,0
47.866취,47866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912593,226027355,49308,0,224,457,808,-159,208,0,0,103,0,0,0
47.968취,47968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912593,226027362,49299,0,224,457,619,-190,102,0,0,96,0,0,0
48.068취,48068,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912591,226027368,49276,0,224,458,735,-314,68,0,0,90,0,0,0
48.194취,48194,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912590,226027375,49269,0,224,459,776,-169,2,0,0,86,0,0,0
48.27취,48270,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912589,226027382,49281,0,225,460,655,-370,-85,0,0,80,0,0,0
48.366취,48366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912587,226027389,49271,0,225,460,831,-134,-92,0,0,77,0,0,0
48.47취,48470,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912586,226027396,49277,0,225,461,718,-328,-152,0,0,74,0,0,0
48.568취,48568,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912583,226027403,49258,0,225,461,831,-210,0,0,0,71,0,0,0
48.668취,48668,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912582,226027410,49281,0,224,461,745,-285,-23,0,0,68,0,0,0
48.768취,48768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912580,226027418,49286,0,224,461,829,-126,40,0,0,69,0,0,0
48.866취,48866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912579,226027426,49274,0,224,461,854,-231,-40,0,0,64,0,0,0
48.968취,48968,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912577,226027433,49277,0,224,461,779,-348,-81,0,0,63,0,0,0
49.068취,49068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912576,226027441,49244,0,224,461,871,-116,101,0,0,69,0,0,0
49.19취,49190,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912576,226027449,49262,0,224,461,907,-150,25,0,0,65,0,0,0
49.268취,49268,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912574,226027457,49297,0,224,461,789,-412,-30,0,0,63,0,0,0
49.362취,49362,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912571,226027464,49289,0,224,461,880,-277,-10,0,0,64,0,0,0
49.466취,49466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912568,226027472,49280,0,224,462,926,-252,37,0,0,70,0,0,0
49.566취,49566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912566,226027481,49267,0,224,462,864,-327,28,0,0,70,0,0,0
49.666취,49666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912563,226027488,49268,0,223,463,887,-284,12,0,0,71,0,0,0
49.766취,49766,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912560,226027497,49314,0,223,463,955,-243,52,0,0,73,0,0,0
49.864취,49864,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912558,226027505,49392,0,223,462,888,-232,-18,0,0,69,0,0,0
49.966취,49966,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912556,226027514,49408,0,223,463,943,-228,-48,0,0,67,0,0,0
50.066취,50066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912553,226027522,49506,0,223,462,898,-263,68,0,0,70,0,0,0
50.19취,50190,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912552,226027531,49608,0,223,462,957,-143,-63,0,0,65,0,0,0
50.266취,50266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912550,226027540,49679,0,224,464,888,-293,-32,0,0,62,0,0,0
50.364취,50364,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912547,226027549,49764,0,223,462,924,-285,12,0,0,63,0,0,0
50.466취,50466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912546,226027557,49812,0,223,461,919,-236,-118,0,0,61,0,0,0
50.566취,50566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912544,226027566,49831,0,223,461,942,-187,17,0,0,61,0,0,0
50.666취,50666,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912542,226027574,49928,0,222,461,897,-232,-134,0,0,61,0,0,0
50.768취,50768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912540,226027583,49997,0,222,460,910,-259,-25,0,0,57,0,0,0
50.864취,50864,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912537,226027591,50071,0,222,460,959,-248,85,0,0,61,0,0,0
50.968취,50968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912535,226027600,50188,0,227,470,919,-238,-141,0,0,58,0,0,0
51.066취,51066,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912533,226027609,50230,0,222,460,930,-234,64,0,0,59,0,0,0
51.188취,51188,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912532,226027618,50264,0,221,458,961,-225,68,0,0,60,0,0,0
51.268취,51268,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912530,226027627,50326,0,221,457,940,-195,-157,0,0,56,0,0,0
51.364취,51364,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912528,226027636,50387,0,221,457,886,-255,58,0,0,57,0,0,0
51.466취,51466,0,0,0,0,0,0,0,0,0,0,3,0,0,25,1139912527,226027644,50389,0,221,457,947,-195,-113,0,0,53,0,0,0
51.566취,51566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912525,226027652,50369,0,221,457,943,-243,28,0,0,57,0,0,0
51.666취,51666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912523,226027661,50342,0,220,457,975,-269,146,0,0,67,0,0,0
51.766취,51766,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912522,226027669,50334,0,220,457,748,-167,-20,0,0,54,0,0,0
51.866취,51866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912520,226027676,50417,0,220,456,814,-172,16,0,0,55,0,0,0
51.966취,51966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912519,226027684,50506,0,220,455,748,-150,-55,0,0,53,0,0,0
52.068취,52068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912518,226027690,50578,0,220,454,607,-146,9,0,0,55,0,0,0
52.19취,52190,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912517,226027695,50632,0,220,454,496,-91,80,0,0,64,0,0,0
52.268취,52268,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912517,226027700,50674,0,219,453,488,-81,115,0,0,67,0,0,0
52.368취,52368,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912517,226027705,50714,0,219,452,418,-28,83,0,0,65,0,0,0
52.468취,52468,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912518,226027709,50778,0,219,451,330,-34,4,0,0,55,0,0,0
52.568취,52568,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912518,226027712,50765,0,219,451,313,-51,-32,0,0,50,0,0,0
52.668취,52668,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912519,226027715,50751,0,218,451,302,5,-15,0,0,54,0,0,0
52.766취,52766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912519,226027718,50740,0,218,450,291,-8,23,0,0,54,0,0,0
52.868취,52868,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912520,226027720,50756,0,218,449,275,13,114,0,0,72,0,0,0
52.972취,52972,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912521,226027723,50770,0,218,449,214,-13,62,0,0,62,0,0,0
53.068취,53068,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912521,226027725,50800,0,217,448,163,4,-8,0,0,51,0,0,0
53.192취,53192,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912522,226027726,50810,0,217,447,134,36,-46,0,0,64,0,0,0
53.266취,53266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912523,226027727,50822,0,217,447,114,-37,-22,0,0,44,0,0,0
53.368취,53368,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912524,226027729,50827,0,217,446,138,56,-14,0,0,62,0,0,0
53.468취,53468,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912525,226027730,50821,0,216,445,40,-17,-7,0,0,45,0,0,0
53.568취,53568,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912526,226027730,50817,0,216,445,5,-70,23,0,0,80,0,0,0
53.668취,53668,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912526,226027730,50812,0,216,444,12,-32,26,0,0,90,0,0,0
53.766취,53766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912527,226027730,50808,0,215,443,39,-39,1,0,0,49,0,0,0
53.868취,53868,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912527,226027731,50804,0,215,442,-2,-24,-35,0,0,82,0,0,0
53.968취,53968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912528,226027731,50809,0,215,442,44,-5,-67,0,0,84,0,0,0
54.068취,54068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912528,226027731,50807,0,215,441,27,-6,-30,0,0,77,0,0,0
54.188취,54188,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912529,226027732,50805,0,215,440,71,32,-5,0,0,63,0,0,0
54.266취,54266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912530,226027732,50801,0,214,440,93,38,27,0,0,65,0,0,0
54.368취,54368,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912531,226027733,50800,0,214,439,76,79,-24,0,0,75,0,0,0
54.468취,54468,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912532,226027734,50805,0,214,438,46,54,-22,0,0,76,0,0,0
54.568취,54568,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912533,226027734,50808,0,214,437,57,103,-25,0,0,77,0,0,0
54.668취,54668,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912534,226027735,50802,0,214,437,81,114,-2,0,0,70,0,0,0
54.764취,54764,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912536,226027736,50804,0,213,436,96,116,-31,0,0,72,0,0,0
54.868취,54868,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912538,226027737,50795,0,213,435,95,195,67,0,0,67,0,0,0
54.968취,54968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912540,226027738,50794,0,213,434,107,176,-2,0,0,70,0,0,0
55.068취,55068,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912543,226027739,50785,0,213,433,155,297,64,0,0,69,0,0,0
55.19취,55190,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912546,226027740,50766,0,212,432,138,204,30,0,0,71,0,0,0
55.266취,55266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912550,226027742,50765,0,212,432,166,326,-111,0,0,79,0,0,0
55.366취,55366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912553,226027743,50753,0,212,431,113,320,-68,0,0,76,0,0,0
55.468취,55468,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912557,226027744,50741,0,212,431,153,379,-34,0,0,73,0,0,0
55.568취,55568,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912562,226027746,50720,0,211,430,240,498,6,0,0,72,0,0,0
55.668취,55668,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912567,226027748,50711,0,211,429,182,390,-9,0,0,73,0,0,0
55.766취,55766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912571,226027749,50705,0,211,428,160,478,-85,0,0,74,0,0,0
55.866취,55866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912577,226027751,50688,0,211,428,218,526,-14,0,0,73,0,0,0
55.966취,55966,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912582,226027753,50662,0,210,428,157,462,76,0,0,72,0,0,0
56.066취,56066,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912587,226027754,50639,0,210,427,156,484,76,0,0,75,0,0,0
56.188취,56188,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912592,226027756,50628,0,210,427,243,543,74,0,0,75,0,0,0
56.266취,56266,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912597,226027758,50632,0,210,426,141,500,-67,0,0,78,0,0,0
56.368취,56368,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912603,226027759,50619,0,210,425,201,559,-29,0,0,77,0,0,0
56.466취,56466,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912608,226027761,50596,0,209,424,221,575,-9,0,0,78,0,0,0
56.566취,56566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912613,226027763,50581,0,209,424,213,486,64,0,0,75,0,0,0
56.666취,56666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912619,226027765,50574,0,209,423,241,521,-28,0,0,77,0,0,0
56.766취,56766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912624,226027766,50576,0,209,423,179,625,-65,0,0,79,0,0,0
56.866취,56866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912630,226027768,50565,0,209,422,178,550,-12,0,0,76,0,0,0
56.966취,56966,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912636,226027770,50556,0,208,422,227,589,28,0,0,76,0,0,0
57.066취,57066,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912642,226027771,50554,0,208,422,164,564,-12,0,0,79,0,0,0
57.182취,57182,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912647,226027773,50545,0,208,422,166,532,14,0,0,79,0,0,0
57.266취,57266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912653,226027774,50531,0,208,421,246,592,45,0,0,85,0,0,0
57.366취,57366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912659,226027776,50530,0,208,422,205,626,-65,0,0,88,0,0,0
57.468취,57468,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912665,226027778,50512,0,208,422,209,598,64,0,0,84,0,0,0
57.568취,57568,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912671,226027780,50498,0,208,422,238,647,80,0,0,85,0,0,0
57.664취,57664,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912676,226027781,50504,0,208,422,176,504,-90,0,0,90,0,0,0
57.766취,57766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912682,226027783,50484,0,207,422,178,607,98,0,0,88,0,0,0
57.866취,57866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912687,226027784,50463,0,207,422,137,530,89,0,0,88,0,0,0
57.968취,57968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912693,226027785,50473,0,207,422,137,568,-36,0,0,86,0,0,0
58.068취,58068,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912698,226027786,50464,0,207,422,148,518,40,0,0,85,0,0,0
58.186취,58186,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912703,226027787,50456,0,207,422,82,390,2,0,0,86,0,0,0
58.268취,58268,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912706,226027787,50464,0,207,422,43,337,-56,0,0,90,0,0,0
58.366취,58366,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912710,226027787,50454,0,207,422,65,363,27,0,0,84,0,0,0
58.466취,58466,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912713,226027788,50451,0,207,422,65,232,-32,0,0,90,0,0,0
58.566취,58566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912715,226027788,50441,0,207,423,63,258,-27,0,0,90,0,0,0
58.664취,58664,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912717,226027788,50449,0,207,422,4,181,-54,0,0,94,0,0,0
58.768취,58768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912719,226027788,50440,0,207,422,62,208,-39,0,0,88,0,0,0
58.868취,58868,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912722,226027788,50435,0,206,422,6,194,-75,0,0,99,0,0,0
58.968취,58968,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912723,226027788,50421,0,206,422,0,133,-13,0,0,83,0,0,0
59.068취,59068,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912725,226027788,50427,0,206,422,44,189,-30,0,0,84,0,0,0
59.186취,59186,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912726,226027788,50429,0,206,421,-2,144,-5,0,0,74,0,0,0
59.268취,59268,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912727,226027788,50430,0,206,421,-25,116,-6,0,0,75,0,0,0
59.366취,59366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912728,226027788,50435,0,206,421,12,77,6,0,0,87,0,0,0
59.466취,59466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912729,226027788,50429,0,206,421,32,119,62,0,0,92,0,0,0
59.566취,59566,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912730,226027788,50444,0,206,420,-22,26,83,0,0,124,0,0,0
59.664취,59664,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912731,226027788,50461,0,206,420,61,84,39,0,0,92,0,0,0
59.766취,59766,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912731,226027788,50483,0,206,419,-24,-34,20,0,0,116,0,0,0
59.866취,59866,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912731,226027788,50511,0,206,419,19,28,16,0,0,107,0,0,0
59.966취,59966,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912731,226027788,50532,0,206,419,-1,1,28,0,0,146,0,0,0
60.066취,60066,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912731,226027788,50538,0,206,419,22,-104,107,0,0,141,0,0,0
60.184취,60184,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912730,226027788,50545,0,206,419,10,4,105,0,0,155,0,0,0
60.268취,60268,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912730,226027789,50564,0,206,419,54,-56,-7,0,0,74,0,0,0
60.366취,60366,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912730,226027789,50582,0,206,418,-43,-69,-88,0,0,126,0,0,0
60.466취,60466,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912729,226027789,50612,0,206,418,19,-42,-9,0,0,81,0,0,0
60.566취,60566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912729,226027789,50629,0,207,418,-19,-104,17,0,0,111,0,0,0
60.666취,60666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912728,226027789,50639,0,207,418,-5,-64,-21,0,0,98,0,0,0
60.768취,60768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912727,226027788,50640,0,207,418,21,-65,38,0,0,127,0,0,0
60.866취,60866,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912727,226027789,50638,0,207,418,12,-12,-16,0,0,107,0,0,0
60.966취,60966,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912726,226027789,50635,0,208,418,-11,-52,-2,0,0,113,0,0,0
61.066취,61066,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912726,226027788,50648,0,208,418,-39,-49,-42,0,0,120,0,0,0
61.188취,61188,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912726,226027788,50657,0,208,418,76,-14,-10,0,0,83,0,0,0
61.266취,61266,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912726,226027788,50695,0,209,418,4,15,-93,0,0,163,0,0,0
61.366취,61366,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912726,226027788,50714,0,209,418,23,4,-118,0,0,158,0,0,0
61.466취,61466,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1139912725,226027788,50729,0,209,419,-68,-101,-10,0,0,119,0,0,0
61.566취,61566,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912724,226027787,50740,0,210,419,-3,-13,-28,0,0,145,0,0,0
61.666취,61666,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912724,226027787,50770,0,210,419,-24,-67,5,0,0,123,0,0,0
61.768취,61768,0,0,0,0,0,0,0,0,0,0,3,0,0,27,1139912723,226027787,50778,0,210,419,86,-3,54,0,0,121,0,0,0
