time,timestamp,stick_yaw,stick_throttle,stick_roll,stick_pitch,mode,cmd_1,cmd_2
0취,0,0,-1,-0.007999957,-0.005999982,5,1002,0
0.056취,56,0,-1,-0.007999957,-0.005999982,5,1002,0
0.108취,108,0,-1,-0.007999957,-0.003999949,5,0,0
0.16취,160,0,-1,-0.007999957,-0.003999949,5,0,0
0.212취,212,0,-1,-0.009999931,-0.003999949,5,0,0
0.26취,260,0,-1,-0.007999957,-0.003999949,5,0,0
0.312취,312,0,-1,-0.007999957,-0.003999949,5,0,0
0.36취,360,0,-1,-0.009999931,-0.005999982,5,0,0
0.412취,412,0,-1,-0.009999931,-0.005999982,5,0,0
0.46취,460,0,-1,-0.009999931,-0.003999949,5,0,0
0.512취,512,0,-1,-0.009999931,-0.005999982,5,0,0
0.56취,560,0,-1,-0.007999957,-0.005999982,5,0,0
0.616취,616,0,-1,-0.009999931,-0.005999982,5,0,0
0.668취,668,0,-1,-0.009999931,-0.003999949,5,0,0
0.716취,716,0,-1,-0.009999931,-0.005999982,5,0,0
0.768취,768,0,-1,-0.009999931,-0.003999949,5,0,0
0.816취,816,0,-1,-0.007999957,-0.005999982,5,0,0
0.868취,868,0,-1,-0.007999957,-0.005999982,5,0,0
0.924취,924,0,-1,-0.007999957,-0.003999949,5,0,0
0.972취,972,0,-1,-0.007999957,-0.003999949,5,0,0
1.024취,1024,0,-1,-0.007999957,-0.003999949,5,0,0
1.072취,1072,0,-1,-0.007999957,-0.005999982,5,0,0
1.124취,1124,0,-1,-0.007999957,-0.003999949,5,0,0
1.176취,1176,0,-1,-0.009999931,-0.003999949,5,0,0
1.224취,1224,0,-1,-0.007999957,-0.003999949,5,0,0
1.276취,1276,0,-1,-0.007999957,-0.005999982,5,0,0
1.324취,1324,0,-1,-0.009999931,-0.003999949,5,0,0
1.376취,1376,0,-1,-0.009999931,-0.003999949,5,0,0
1.428취,1428,0,-1,-0.009999931,-0.005999982,5,0,0
1.48취,1480,0,-1,-0.007999957,-0.005999982,5,0,0
1.528취,1528,0,-1,-0.007999957,-0.005999982,5,0,0
1.58취,1580,0,-1,-0.009999931,-0.003999949,5,0,0
1.632취,1632,0,-1,-0.007999957,-0.003999949,5,0,0
1.684취,1684,0,-1,-0.009999931,-0.005999982,5,0,0
1.736취,1736,0,-1,-0.007999957,-0.005999982,5,0,0
1.788취,1788,0,-1,-0.007999957,-0.005999982,5,0,0
1.836취,1836,0,-1,-0.007999957,-0.005999982,5,0,0
1.888취,1888,0,-1,-0.007999957,-0.003999949,5,0,0
1.936취,1936,0,-1,-0.009999931,-0.003999949,5,0,0
1.988취,1988,0,-1,-0.007999957,-0.003999949,5,0,0
2.04취,2040,0,-1,-0.009999931,-0.005999982,5,0,0
2.088취,2088,0,-1,-0.009999931,-0.003999949,5,0,0
2.14취,2140,0,-1,-0.009999931,-0.005999982,5,0,0
2.192취,2192,0,-1,-0.007999957,-0.005999982,5,0,0
2.244취,2244,0,-1,-0.007999957,-0.003999949,5,0,0
2.292취,2292,0,-1,-0.009999931,-0.005999982,5,0,0
2.344취,2344,0,-1,-0.009999931,-0.003999949,5,0,0
2.392취,2392,0,-1,-0.009999931,-0.005999982,5,0,0
2.444취,2444,0,-1,-0.009999931,-0.005999982,5,0,0
2.5취,2500,0,-1,-0.007999957,-0.003999949,5,0,0
2.548취,2548,0,-1,-0.007999957,-0.003999949,5,0,0
2.6취,2600,0,-1,-0.009999931,-0.003999949,5,0,0
2.648취,2648,0,-1,-0.009999931,-0.003999949,5,0,0
2.7취,2700,0,-1,-0.009999931,-0.003999949,5,0,0
2.752취,2752,0,-1,-0.007999957,-0.003999949,5,0,0
2.8취,2800,0,-1,-0.009999931,-0.005999982,5,0,0
2.852취,2852,0,-1,-0.009999931,-0.005999982,5,0,0
2.9취,2900,0,-1,-0.009999931,-0.003999949,5,0,0
2.952취,2952,0,-1,-0.009999931,-0.003999949,5,0,0
3.004취,3004,0,-1,-0.009999931,-0.005999982,5,0,0
3.06취,3060,0,-1,-0.007999957,-0.003999949,5,0,0
3.108취,3108,0,-1,-0.007999957,-0.005999982,5,0,0
3.16취,3160,0,-1,-0.009999931,-0.005999982,5,0,0
3.208취,3208,0,-1,-0.007999957,-0.005999982,5,0,0
3.26취,3260,0,-1,-0.009999931,-0.005999982,5,0,0
3.312취,3312,0,-1,-0.009999931,-0.005999982,5,0,0
3.364취,3364,0,-1,-0.007999957,-0.005999982,5,0,0
3.412취,3412,0,-1,-0.007999957,-0.003999949,5,0,0
3.464취,3464,0,-1,-0.009999931,-0.003999949,5,0,0
3.512취,3512,0,-1,-0.009999931,-0.005999982,5,0,0
3.564취,3564,0,-1,-0.009999931,-0.003999949,5,0,0
3.616취,3616,0,-1,-0.009999931,-0.003999949,5,0,0
3.664취,3664,0,-1,-0.007999957,-0.003999949,5,0,0
3.716취,3716,0,-1,-0.009999931,-0.003999949,5,0,0
3.768취,3768,0,-1,-0.009999931,-0.003999949,5,0,0
3.82취,3820,0,-1,-0.007999957,-0.005999982,5,0,0
3.868취,3868,0,-1,-0.009999931,-0.003999949,5,0,0
3.92취,3920,0,-1,-0.009999931,-0.003999949,5,0,0
3.968취,3968,0,-1,-0.009999931,-0.005999982,5,0,0
4.02취,4020,0,-1,-0.009999931,-0.005999982,5,0,0
4.076취,4076,0,-1,-0.009999931,-0.005999982,5,0,0
4.124취,4124,0,-1,-0.009999931,-0.003999949,5,0,0
4.176취,4176,0,-1,-0.007999957,-0.003999949,5,0,0
4.224취,4224,0,-1,-0.007999957,-0.003999949,5,0,0
4.276취,4276,0,-1,-0.007999957,-0.003999949,5,0,0
4.328취,4328,0,-1,-0.009999931,-0.003999949,5,0,0
4.376취,4376,0,-1,-0.007999957,-0.003999949,5,0,0
4.428취,4428,0,-1,-0.007999957,-0.005999982,5,0,0
4.476취,4476,0,-1,-0.009999931,-0.003999949,5,0,0
4.528취,4528,0,-1,-0.009999931,-0.003999949,5,0,0
4.58취,4580,0,-1,-0.009999931,-0.003999949,5,0,0
4.636취,4636,0,-1,-0.009999931,-0.003999949,5,0,0
4.684취,4684,0,-1,-0.009999931,-0.005999982,5,0,0
4.736취,4736,0,-1,-0.009999931,-0.005999982,5,0,0
4.784취,4784,0,-1,-0.007999957,-0.005999982,5,0,0
4.836취,4836,0,-1,-0.009999931,-0.005999982,5,0,0
4.888취,4888,0,-1,-0.007999957,-0.005999982,5,0,0
4.94취,4940,0,-1,-0.009999931,-0.005999982,5,0,0
4.988취,4988,0,-1,-0.007999957,-0.005999982,5,0,0
5.04취,5040,0,-1,-0.009999931,-0.005999982,5,0,0
5.088취,5088,0,-1,-0.009999931,-0.003999949,5,0,0
5.14취,5140,0,-1,-0.007999957,-0.005999982,5,0,0
5.192취,5192,0,-1,-0.009999931,-0.003999949,5,0,0
5.24취,5240,0,-1,-0.007999957,-0.005999982,5,0,0
5.292취,5292,0,-1,-0.009999931,-0.005999982,5,0,0
5.344취,5344,0,-1,-0.007999957,-0.005999982,5,0,0
5.396취,5396,0,-1,-0.007999957,-0.003999949,5,0,0
5.444취,5444,0,-1,-0.007999957,-0.003999949,5,0,0
5.496취,5496,0,-1,-0.007999957,-0.005999982,5,0,0
5.544취,5544,0,-1,-0.007999957,-0.005999982,5,0,0
5.596취,5596,0,-1,-0.007999957,-0.005999982,5,0,0
5.644취,5644,0,-1,-0.009999931,-0.005999982,5,0,0
5.696취,5696,0,-1,-0.007999957,-0.003999949,5,0,0
5.744취,5744,0,-1,-0.009999931,-0.003999949,5,0,0
5.796취,5796,0,-1,-0.009999931,-0.003999949,5,0,0
5.852취,5852,0,-1,-0.007999957,-0.005999982,5,0,0
5.904취,5904,0,-1,-0.009999931,-0.005999982,5,0,0
5.952취,5952,0,-1,-0.007999957,-0.003999949,5,0,0
6.004취,6004,0,-1,-0.009999931,-0.005999982,5,0,0
6.052취,6052,0,-1,-0.009999931,-0.003999949,5,0,0
6.104취,6104,0,-1,-0.007999957,-0.003999949,5,0,0
6.156취,6156,0,-1,-0.009999931,-0.005999982,5,0,0
6.212취,6212,0,-1,-0.007999957,-0.003999949,5,0,0
6.26취,6260,0,-1,-0.009999931,-0.003999949,5,0,0
6.312취,6312,0,-1,-0.009999931,-0.003999949,5,0,0
6.36취,6360,0,-1,-0.007999957,-0.005999982,5,0,0
6.412취,6412,0,-1,-0.007999957,-0.003999949,5,0,0
6.46취,6460,0,-1,-0.009999931,-0.005999982,5,0,0
6.512취,6512,0,-1,-0.009999931,-0.005999982,5,0,0
6.56취,6560,0,-1,-0.009999931,-0.005999982,5,0,0
6.612취,6612,0,-1,-0.007999957,-0.003999949,5,0,0
6.664취,6664,0,-1,-0.007999957,-0.003999949,5,0,0
6.72취,6720,0,-1,-0.009999931,-0.005999982,5,0,0
6.768취,6768,0,-1,-0.007999957,-0.005999982,5,0,0
6.82취,6820,0,-1,-0.009999931,-0.005999982,5,0,0
6.868취,6868,0,-1,-0.009999931,-0.005999982,5,0,0
6.92취,6920,0,-1,-0.009999931,-0.005999982,5,0,0
6.972취,6972,0,-1,-0.007999957,-0.003999949,5,0,0
7.024취,7024,0,-1,-0.009999931,-0.003999949,5,0,0
7.072취,7072,0,-1,-0.007999957,-0.005999982,5,0,0
7.124취,7124,0,-1,-0.009999931,-0.005999982,5,0,0
7.172취,7172,0,-1,-0.007999957,-0.003999949,5,0,0
7.228취,7228,0,-1,-0.007999957,-0.005999982,5,0,0
7.276취,7276,0,-1,-0.007999957,-0.003999949,5,0,0
7.328취,7328,0,-1,-0.009999931,-0.005999982,5,0,0
7.376취,7376,0,-1,-0.007999957,-0.003999949,5,0,0
7.428취,7428,0,-1,-0.009999931,-0.003999949,5,0,0
7.48취,7480,0,-1,-0.009999931,-0.003999949,5,0,0
7.532취,7532,0,-1,-0.009999931,-0.005999982,5,0,0
7.58취,7580,0,-1,-0.009999931,-0.003999949,5,0,0
7.632취,7632,0,-1,-0.007999957,-0.005999982,5,0,0
7.68취,7680,0,-1,-0.009999931,-0.005999982,5,0,0
7.736취,7736,0,-1,-0.009999931,-0.005999982,5,0,0
7.784취,7784,0,-1,-0.009999931,-0.005999982,5,0,0
7.836취,7836,0,-1,-0.009999931,-0.005999982,5,0,0
7.884취,7884,0,-1,-0.009999931,-0.005999982,5,0,0
7.936취,7936,0,-1,-0.009999931,-0.005999982,5,0,0
7.988취,7988,0,-1,-0.009999931,-0.003999949,5,0,0
8.036취,8036,0,-1,-0.009999931,-0.005999982,5,0,0
8.088취,8088,0,-1,-0.007999957,-0.003999949,5,0,0
8.136취,8136,0,-1,-0.009999931,-0.005999982,5,0,0
8.188취,8188,0,-1,-0.009999931,-0.005999982,5,0,0
8.24취,8240,0,-1,-0.009999931,-0.005999982,5,0,0
8.296취,8296,0,-1,-0.009999931,-0.005999982,5,0,0
8.344취,8344,0,-1,-0.009999931,-0.003999949,5,0,0
8.396취,8396,0,-1,-0.009999931,-0.005999982,5,0,0
8.444취,8444,0,-1,-0.009999931,-0.003999949,5,0,0
8.496취,8496,0,-1,-0.009999931,-0.003999949,5,0,0
8.548취,8548,0,-1,-0.009999931,-0.003999949,5,0,0
8.6취,8600,0,-1,-0.009999931,-0.005999982,5,0,0
8.648취,8648,0,-1,-0.009999931,-0.005999982,5,0,0
8.7취,8700,0,-1,-0.009999931,-0.003999949,5,0,0
8.748취,8748,0,-1,-0.009999931,-0.005999982,5,0,0
8.804취,8804,0,-1,-0.009999931,-0.005999982,5,0,0
8.852취,8852,0,-1,-0.009999931,-0.003999949,5,0,0
8.904취,8904,0,-1,-0.009999931,-0.005999982,5,0,0
8.952취,8952,0,-1,-0.009999931,-0.005999982,5,0,0
9.004취,9004,0,-1,-0.009999931,-0.005999982,5,0,0
9.056취,9056,0,-1,-0.009999931,-0.005999982,5,0,0
9.108취,9108,0,-1,-0.009999931,-0.005999982,5,0,0
9.156취,9156,0,-1,-0.009999931,-0.005999982,5,0,0
9.208취,9208,0,-1,-0.009999931,-0.005999982,5,0,0
9.256취,9256,0,-1,-0.009999931,-0.003999949,5,0,0
9.312취,9312,0,-1,-0.009999931,-0.005999982,5,0,0
9.36취,9360,0,-1,-0.009999931,-0.005999982,5,0,0
9.412취,9412,0,-1,-0.009999931,-0.005999982,5,0,0
9.46취,9460,0,-1,-0.009999931,-0.005999982,5,0,0
9.512취,9512,0,-1,-0.009999931,-0.005999982,5,0,0
9.564취,9564,0,-1,-0.009999931,-0.005999982,5,0,0
9.616취,9616,0,-1,-0.009999931,-0.005999982,5,0,0
9.668취,9668,0,-1,-0.009999931,-0.005999982,5,0,0
9.716취,9716,0.002000093,-1,-0.007999957,-0.005999982,5,0,0
9.768취,9768,0.002000093,-1,-0.009999931,-0.005999982,5,0,0
9.816취,9816,0,-1,-0.009999931,-0.003999949,5,0,0
9.872취,9872,0,-1,-0.009999931,-0.003999949,5,0,0
9.92취,9920,0,-1,-0.007999957,-0.005999982,5,0,0
9.972취,9972,0,-1,-0.009999931,-0.005999982,5,0,0
10.02취,10020,0,-1,-0.009999931,-0.005999982,5,0,0
10.072취,10072,0,-1,-0.009999931,-0.003999949,5,0,0
10.124취,10124,0,-1,-0.009999931,-0.005999982,5,0,0
10.176취,10176,0,-1,-0.009999931,-0.003999949,5,0,0
10.224취,10224,0,-1,-0.009999931,-0.005999982,5,0,0
10.276취,10276,0,-1,-0.009999931,-0.005999982,5,0,0
10.324취,10324,0,-1,-0.009999931,-0.003999949,5,0,0
10.38취,10380,0,-1,-0.009999931,-0.005999982,5,0,0
10.428취,10428,0,-1,-0.009999931,-0.005999982,5,0,0
10.48취,10480,0,-1,-0.009999931,-0.005999982,5,0,0
10.528취,10528,0,-1,-0.009999931,-0.003999949,5,0,0
10.58취,10580,0.002000093,-1,-0.009999931,-0.005999982,5,0,0
10.632취,10632,0,-1,-0.009999931,-0.005999982,5,0,0
10.684취,10684,0,-1,-0.009999931,-0.005999982,5,0,0
10.732취,10732,0,-1,-0.009999931,-0.005999982,5,0,0
10.784취,10784,0,-1,-0.009999931,-0.005999982,5,0,0
10.832취,10832,0.002000093,-1,-0.009999931,-0.005999982,5,0,0
10.884취,10884,0,-1,-0.009999931,-0.005999982,5,0,0
10.932취,10932,0,-1,-0.009999931,-0.005999982,5,0,0
10.984취,10984,0,-1,-0.009999931,-0.003999949,5,0,0
11.036취,11036,0,-1,-0.009999931,-0.005999982,5,0,0
11.088취,11088,-0.005999982,-1,-0.009999931,-0.005999982,5,0,0
11.14취,11140,0.03400004,-1,-0.009999931,-0.005999982,5,0,0
11.192취,11192,0.2880001,-1,-0.009999931,-0.005999982,5,0,0
11.244취,11244,0.46,-1,-0.009999931,-0.003999949,5,0,0
11.292취,11292,0.508,-1,-0.009999931,-0.003999949,5,0,0
11.344취,11344,0.6600001,-1,-0.009999931,-0.005999982,5,0,0
11.396취,11396,0.8420001,-1,-0.009999931,-0.005999982,5,0,0
11.448취,11448,0.9380001,-1,-0.009999931,-0.005999982,5,0,0
11.496취,11496,1,-1,-0.009999931,-0.005999982,5,0,0
11.548취,11548,1,-1,-0.009999931,-0.005999982,5,0,0
11.596취,11596,1,-1,-0.009999931,-0.005999982,5,0,0
11.648취,11648,1,-1,-0.009999931,-0.005999982,5,0,0
11.696취,11696,1,-1,-0.009999931,-0.003999949,5,0,0
11.748취,11748,1,-1,-0.009999931,-0.005999982,5,0,0
11.796취,11796,1,-1,-0.009999931,-0.005999982,5,0,0
11.848취,11848,1,-1,-0.009999931,-0.005999982,5,0,0
11.904취,11904,1,-1,-0.009999931,-0.005999982,5,0,0
11.956취,11956,1,-1,-0.009999931,0,5,0,0
12.004취,12004,1,-1,-0.009999931,0,5,0,0
12.056취,12056,1,-1,-0.009999931,0.002000093,5,0,0
12.104취,12104,1,-1,-0.009999931,0,5,0,0
12.156취,12156,1,-1,-0.009999931,0,5,0,0
12.212취,12212,1,-1,-0.009999931,0,5,0,0
12.26취,12260,1,-1,-0.009999931,0,5,0,0
12.312취,12312,1,-1,-0.009999931,0,5,0,0
12.36취,12360,1,-1,-0.009999931,0,5,0,0
12.412취,12412,1,-1,-0.009999931,0,5,0,0
12.46취,12460,1,-1,-0.009999931,0,5,0,0
12.512취,12512,1,-1,-0.009999931,0,5,0,0
12.56취,12560,1,-1,-0.009999931,0,5,0,0
12.612취,12612,1,-1,-0.009999931,0,5,0,0
12.664취,12664,1,-1,-0.009999931,0,5,0,0
12.716취,12716,1,-1,-0.009999931,0,5,0,0
12.768취,12768,1,-1,-0.009999931,0,5,0,0
12.816취,12816,1,-1,-0.009999931,0,5,0,0
12.868취,12868,1,-1,-0.009999931,0,5,0,0
12.92취,12920,1,-1,-0.009999931,0,5,0,0
12.972취,12972,1,-1,-0.009999931,0,5,0,0
13.024취,13024,1,-1,-0.009999931,0,5,0,0
13.076취,13076,1,-1,-0.009999931,0,5,0,0
13.124취,13124,1,-1,-0.009999931,0,5,0,0
13.176취,13176,1,-1,-0.009999931,0,5,0,0
13.224취,13224,1,-1,-0.009999931,0,5,0,0
13.276취,13276,1,-1,-0.009999931,0,5,0,0
13.324취,13324,1,-1,-0.009999931,0,5,0,0
13.376취,13376,1,-1,-0.009999931,0,5,0,0
13.428취,13428,1,-1,-0.009999931,0,5,0,0
13.48취,13480,1,-1,-0.009999931,0,5,0,0
13.532취,13532,1,-1,-0.009999931,0,5,0,0
13.584취,13584,1,-1,-0.009999931,0,5,0,0
13.632취,13632,1,-1,-0.009999931,0,5,0,0
13.684취,13684,1,-1,-0.009999931,0,5,0,0
13.736취,13736,1,-1,-0.009999931,0,5,0,0
13.788취,13788,1,-1,-0.009999931,0,5,0,0
13.836취,13836,1,-1,-0.009999931,0,5,0,0
13.888취,13888,1,-1,-0.009999931,0,5,0,0
13.936취,13936,1,-1,-0.009999931,0,5,0,0
13.988취,13988,1,-1,-0.009999931,0,5,0,0
14.036취,14036,1,-1,-0.009999931,0,5,0,0
14.088취,14088,1,-1,-0.009999931,0,5,0,0
14.136취,14136,1,-1,-0.009999931,0,5,0,0
14.188취,14188,1,-1,-0.009999931,-0.003999949,5,0,0
14.24취,14240,1,-1,-0.009999931,0,5,0,0
14.296취,14296,1,-1,-0.009999931,0,5,0,0
14.344취,14344,1,-1,-0.009999931,0,5,0,0
14.396취,14396,1,-1,-0.009999931,0,5,0,0
14.444취,14444,1,-1,-0.009999931,0,5,0,0
14.496취,14496,1,-1,-0.009999931,0,5,0,0
14.548취,14548,1,-1,-0.009999931,0,5,0,0
14.6취,14600,0.9980001,-1,-0.009999931,0,5,0,0
14.648취,14648,0.868,-1,-0.007999957,0,5,0,0
14.7취,14700,0.534,-1,-0.007999957,0,5,0,0
14.748취,14748,0.03600001,-0.974,-0.007999957,0,5,0,0
14.8취,14800,-0.003999949,-0.974,-0.005999982,0,5,0,0
14.856취,14856,-0.003999949,-0.974,-0.005999982,0,5,0,0
14.904취,14904,-0.003999949,-0.974,-0.005999982,0,5,0,0
14.956취,14956,-0.003999949,-0.974,-0.005999982,0,5,0,0
15.004취,15004,-0.003999949,-0.974,-0.005999982,0,5,0,0
15.056취,15056,-0.003999949,-0.974,-0.005999982,0,5,0,0
15.108취,15108,-0.003999949,-0.974,-0.005999982,0,5,0,0
15.16취,15160,-0.005999982,-0.974,-0.005999982,0,5,0,0
15.208취,15208,-0.005999982,-0.974,-0.005999982,0,5,0,0
15.26취,15260,0,-0.966,-0.005999982,0,5,0,0
15.312취,15312,0,-0.932,-0.005999982,0,5,0,0
15.364취,15364,0,-0.93,-0.005999982,0,5,0,0
15.416취,15416,0,-0.896,-0.007999957,0,5,0,0
15.464취,15464,0,-0.838,-0.005999982,0,5,0,0
15.516취,15516,0,-0.83,-0.005999982,0,5,0,0
15.564취,15564,0,-0.776,-0.005999982,0,5,0,0
15.616취,15616,-0.003999949,-0.732,-0.005999982,0,5,0,0
15.668취,15668,0,-0.71,-0.005999982,0,5,0,0
15.716취,15716,-0.003999949,-0.6619999,-0.005999982,0,5,0,0
15.768취,15768,-0.003999949,-0.608,-0.005999982,0,5,0,0
15.82취,15820,-0.003999949,-0.522,-0.005999982,0,5,0,0
15.872취,15872,-0.003999949,-0.466,-0.005999982,0,5,0,0
15.924취,15924,-0.003999949,-0.3979999,-0.005999982,0,5,0,0
15.972취,15972,-0.003999949,-0.334,-0.007999957,0,5,0,0
16.024취,16024,-0.003999949,-0.312,-0.005999982,0,5,0,0
16.072취,16072,-0.003999949,-0.29,-0.007999957,0,5,0,0
16.128취,16128,-0.003999949,-0.22,-0.005999982,0,5,0,0
16.176취,16176,-0.003999949,-0.1619999,-0.007999957,0,5,0,0
16.228취,16228,-0.003999949,-0.122,-0.007999957,0,5,0,0
16.276취,16276,-0.003999949,-0.09799993,-0.007999957,0,5,0,0
16.328취,16328,-0.003999949,-0.06599998,-0.007999957,0,5,0,0
16.38취,16380,-0.003999949,-0.03599995,-0.005999982,-0.003999949,5,0,0
16.428취,16428,0,-0.03199995,-0.007999957,-0.003999949,5,0,0
16.48취,16480,0,0.004000068,-0.005999982,0,5,0,0
16.528취,16528,0,0.02600002,-0.007999957,-0.003999949,5,0,0
16.58취,16580,0,0.046,-0.007999957,-0.003999949,5,0,0
16.632취,16632,-0.003999949,0.07600009,-0.007999957,-0.003999949,5,0,0
16.688취,16688,-0.003999949,0.12,-0.005999982,-0.003999949,5,0,0
16.736취,16736,-0.003999949,0.148,-0.005999982,-0.003999949,5,0,0
16.788취,16788,-0.003999949,0.1900001,-0.005999982,-0.003999949,5,0,0
16.836취,16836,-0.003999949,0.228,-0.005999982,-0.003999949,5,0,0
16.888취,16888,-0.003999949,0.2520001,-0.005999982,0,5,0,0
16.94취,16940,-0.003999949,0.2920001,-0.005999982,0,5,0,0
16.996취,16996,-0.003999949,0.296,-0.005999982,0,5,0,0
17.048취,17048,-0.003999949,0.3240001,-0.005999982,0,5,0,0
17.1취,17100,-0.003999949,0.3380001,-0.005999982,0,5,0,0
17.156취,17156,-0.003999949,0.36,-0.005999982,0,5,0,0
17.204취,17204,-0.003999949,0.3640001,-0.005999982,0,5,0,0
17.256취,17256,-0.003999949,0.3640001,-0.005999982,-0.003999949,5,0,0
17.304취,17304,-0.003999949,0.368,-0.005999982,0,5,0,0
17.356취,17356,-0.003999949,0.3820001,-0.005999982,0,5,0,0
17.408취,17408,-0.003999949,0.388,-0.005999982,0,5,0,0
17.46취,17460,-0.003999949,0.3900001,-0.005999982,0,5,0,0
17.508취,17508,-0.003999949,0.4020001,-0.005999982,0,5,0,0
17.56취,17560,-0.003999949,0.4020001,-0.005999982,0,5,0,0
17.608취,17608,-0.003999949,0.4020001,-0.007999957,0,5,0,0
17.664취,17664,-0.003999949,0.404,-0.007999957,-0.003999949,5,0,0
17.712취,17712,-0.003999949,0.404,-0.005999982,0,5,0,0
17.764취,17764,-0.003999949,0.4100001,-0.005999982,-0.003999949,5,0,0
17.812취,17812,-0.003999949,0.416,-0.005999982,-0.003999949,5,0,0
17.864취,17864,-0.003999949,0.4180001,-0.005999982,0,5,0,0
17.916취,17916,-0.003999949,0.4200001,-0.007999957,-0.003999949,5,0,0
17.968취,17968,-0.003999949,0.424,-0.005999982,-0.003999949,5,0,0
18.016취,18016,-0.003999949,0.424,-0.005999982,-0.003999949,5,0,0
18.068취,18068,-0.003999949,0.4260001,-0.007999957,0,5,0,0
18.116취,18116,-0.003999949,0.4260001,-0.007999957,-0.003999949,5,0,0
18.168취,18168,-0.003999949,0.4260001,-0.007999957,-0.003999949,5,0,0
18.216취,18216,-0.003999949,0.4280001,-0.007999957,-0.003999949,5,0,0
18.268취,18268,-0.003999949,0.4280001,-0.007999957,-0.003999949,5,0,0
18.316취,18316,-0.003999949,0.4300001,-0.007999957,-0.003999949,5,0,0
18.372취,18372,-0.003999949,0.432,-0.005999982,-0.003999949,5,0,0
18.424취,18424,-0.003999949,0.434,-0.007999957,-0.003999949,5,0,0
18.472취,18472,-0.003999949,0.434,-0.007999957,-0.003999949,5,0,0
18.524취,18524,-0.003999949,0.4380001,-0.007999957,-0.003999949,5,0,0
18.572취,18572,-0.003999949,0.4380001,-0.007999957,-0.003999949,5,0,0
18.624취,18624,-0.003999949,0.4380001,-0.007999957,-0.003999949,5,0,0
18.68취,18680,-0.003999949,0.4380001,-0.007999957,-0.003999949,5,0,0
18.732취,18732,-0.003999949,0.452,-0.007999957,-0.003999949,5,0,0
18.78취,18780,-0.003999949,0.4560001,-0.007999957,-0.003999949,5,0,0
18.832취,18832,-0.003999949,0.46,-0.007999957,-0.003999949,5,0,0
18.88취,18880,-0.003999949,0.462,-0.007999957,-0.003999949,5,0,0
18.932취,18932,-0.003999949,0.4660001,-0.007999957,-0.003999949,5,0,0
18.984취,18984,-0.003999949,0.4760001,-0.007999957,-0.003999949,5,0,0
19.036취,19036,-0.003999949,0.478,-0.007999957,-0.003999949,5,0,0
19.084취,19084,-0.003999949,0.4820001,-0.007999957,-0.003999949,5,0,0
19.136취,19136,-0.003999949,0.4820001,-0.007999957,-0.003999949,5,0,0
19.184취,19184,-0.003999949,0.4820001,-0.007999957,-0.003999949,5,0,0
19.24취,19240,-0.003999949,0.4820001,-0.007999957,-0.003999949,5,0,0
19.288취,19288,-0.003999949,0.4900001,-0.007999957,-0.003999949,5,0,0
19.34취,19340,-0.003999949,0.4920001,-0.007999957,-0.003999949,5,0,0
19.388취,19388,-0.003999949,0.4920001,-0.007999957,-0.003999949,5,0,0
19.44취,19440,-0.003999949,0.4940001,-0.007999957,-0.003999949,5,0,0
19.492취,19492,-0.003999949,0.4940001,-0.007999957,-0.003999949,5,0,0
19.544취,19544,-0.003999949,0.4940001,-0.007999957,-0.003999949,5,0,0
19.592취,19592,-0.003999949,0.4940001,-0.007999957,-0.003999949,5,0,0
19.644취,19644,-0.003999949,0.4940001,-0.007999957,-0.003999949,5,0,0
19.692취,19692,-0.005999982,0.4940001,-0.007999957,-0.003999949,5,0,0
19.748취,19748,-0.003999949,0.4940001,-0.007999957,-0.003999949,5,0,0
19.796취,19796,-0.003999949,0.5000001,-0.007999957,-0.003999949,5,0,0
19.848취,19848,-0.003999949,0.5020001,-0.007999957,-0.003999949,5,0,0
19.896취,19896,-0.003999949,0.5020001,-0.007999957,-0.003999949,5,0,0
19.948취,19948,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20취,20000,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.048취,20048,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.1취,20100,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.148취,20148,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.2취,20200,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.256취,20256,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.304취,20304,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.356취,20356,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.404취,20404,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.456취,20456,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.504취,20504,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.556취,20556,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.604취,20604,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.656취,20656,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.708취,20708,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.76취,20760,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.816취,20816,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
20.864취,20864,-0.003999949,0.5040001,-0.007999957,-0.003999949,5,0,0
