time,timestamp,phi,theta,psi,p,q,r,ax,ay,az,vn,ve,vd,airspeed,lat,lon,alt,lat_0,lon_0,alt_0,dx_dlat,dy_dlon,x_R,y_R,h_R,h_AGL,flag,status
42.102취,42102,0.04608057,-0.01058663,1.292533,-0.08080896,0.02783959,0.06840903,1.147206,-1.399611,-9.073182,-0.795921,0.1368597,0.001136158,0.1,0.394492670463397,1.98952294080548,51.6334126262409,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-0.9637346,-2.217758,0.7522917,0.7522917,253,29
42.202취,42202,0.0429144,-0.01235707,1.290836,-0.05132643,0.04813207,0.04518748,-0.2295639,0.1786627,-10.10253,-0.8202764,0.1686255,0.02144669,0.1,0.394492657753194,1.98952294346897,51.6316852240307,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.044379,-2.202067,0.7505643,0.7505643,253,29
42.302취,42302,0.03553373,-0.008924596,1.29031,-0.06948224,0.02493692,-0.07745191,-0.9303423,0.9048145,-10.45158,-0.8131659,0.190147,0.003779198,0.1,0.39449264496347,1.98952294653413,51.6301724581463,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.125528,-2.18401,0.7490515,0.7490515,253,29
42.402취,42402,0.0317903,-0.001333287,1.290463,-0.008071534,0.06266198,-0.06241022,0.4705676,-0.8748862,-9.095182,-0.8165085,0.2072533,-0.001300172,0.1,0.394492632024547,1.98952294994504,51.6304454474193,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.207623,-2.163915,0.7493245,0.7493245,253,29
42.502취,42502,0.0307295,-0.000661674,1.289497,-0.0331843,-0.005077065,0.06901043,0.1067392,-0.6513422,-9.567396,-0.8327662,0.1984976,0.009193059,0.1,0.394492618993223,1.98952295339491,51.6299353508693,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.290305,-2.143592,0.7488144,0.7488144,253,29
42.602취,42602,0.02861869,-0.002759106,1.288925,0.0008441213,0.006112684,-0.00200494,-0.8480964,0.4949833,-10.74138,-0.8299925,0.2047156,-0.003514807,0.1,0.394492606001073,1.98952295681209,51.6289686827404,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.372738,-2.123461,0.7478477,0.7478477,253,29
42.702취,42702,0.02807291,-0.0004574918,1.28821,-0.004361752,-0.03737099,-0.08907352,-0.5358699,0.3840492,-9.82566,-0.8145443,0.2230489,-0.01160356,0.1,0.394492592967626,1.98952296043461,51.630573358987,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.455433,-2.10212,0.7494524,0.7494524,253,29
42.802취,42802,0.02985614,0.001468715,1.288186,0.03644892,0.008321725,0.02543207,0.7297517,-1.269248,-9.236377,-0.8063072,0.2253954,-0.002318708,0.1,0.394492580157459,1.98952296415155,51.6316313414318,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.536712,-2.080223,0.7505104,0.7505104,253,29
42.902취,42902,0.03295059,-0.001392949,1.286907,-0.02407965,0.03142849,0.06946516,0.3709843,-0.4073586,-9.811787,-0.8206986,0.2258682,0.007373545,0.1,0.394492567362512,1.9895229680239,51.6310678987247,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.617894,-2.05741,0.749947,0.749947,253,29
43.002취,43002,0.03232466,-8.091331e-05,1.285739,0.02185083,-0.0008321465,-0.03381881,-1.14599,1.101453,-10.66801,-0.8218821,0.2142951,-0.001259053,0.1,0.394492554539457,1.98952297181279,51.6305578617794,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.699254,-2.035089,0.7494369,0.7494369,253,29
43.102취,43102,0.0345232,-0.0002410933,1.286523,0.01301973,-0.1042591,-0.05618836,0.2611109,-0.42926,-9.475363,-0.8201393,0.2198493,0.01524949,0.1,0.394492541558767,1.98952297537615,51.6299659876568,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.781615,-2.014097,0.748845,0.748845,253,29
43.202취,43202,0.03279025,-0.006998459,1.286744,-0.04565762,0.05539612,0.05177446,0.7901185,-1.208396,-9.510927,-0.8436584,0.2344728,-0.006450784,0.1,0.394492528397409,1.98952297924153,51.6293756036503,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.865122,-1.991325,0.7482547,0.7482547,253,29
43.302취,43302,0.02857606,-0.002649389,1.286085,-0.01744588,0.01659722,0.02396766,-0.1876265,0.4053895,-9.763995,-0.8694427,0.2232533,-0.02531171,0.1,0.394492514945414,1.9895229830139,51.6303327350361,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-1.950473,-1.969102,0.7492118,0.7492118,253,29
43.402취,43402,0.02742887,-0.006134112,1.285841,0.00450586,-0.03554384,-0.05260405,-0.7814183,0.4275102,-9.452324,-0.8746046,0.2455413,-0.0393203,0.1,0.394492501281354,1.98952298705353,51.6340516476375,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.037169,-1.945303,0.7529307,0.7529307,253,29
43.502취,43502,0.02443806,-0.003487522,1.286163,-0.05235535,0.000902721,-0.05280418,0.2493797,-0.7335461,-8.935734,-0.8880232,0.2589479,-0.01454575,0.1,0.394492487254754,1.98952299127909,51.637282278989,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.126166,-1.92041,0.7561613,0.7561613,253,29
43.602취,43602,0.02102335,-0.001146956,1.285223,-0.005961676,0.08493828,0.05964763,0.7846996,-1.052071,-9.180606,-0.9048919,0.2592684,-0.008489759,0.1,0.394492473122188,1.98952299572088,51.6382466821415,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.215835,-1.894243,0.7571257,0.7571257,253,29
43.702취,43702,0.01903279,-0.001207255,1.284117,-0.01798478,-0.01826866,0.03666158,-0.3092099,0.3238245,-9.935699,-0.9150482,0.2512295,-0.004905546,0.1,0.394492458848522,1.98952300003957,51.6385579375965,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.306399,-1.868801,0.757437,0.757437,253,29
43.802취,43802,0.02046386,-0.001222585,1.283836,0.05006523,0.0153376,-0.07894427,-0.778285,0.4381687,-9.664123,-0.9031196,0.2625295,0.009389468,0.1,0.394492444508908,1.98952300446002,51.639273670171,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.397382,-1.842759,0.7581527,0.7581527,253,29
43.902취,43902,0.02040673,0.0005245227,1.284718,-0.02864336,-0.04647744,-0.04133012,0.3822123,-0.5885479,-10.13297,-0.8942735,0.2584206,0.03117478,0.1,0.394492430303894,1.98952300880261,51.6365133790714,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.48751,-1.817176,0.7553924,0.7553924,253,29
44.002취,44002,0.01789449,0.001721106,1.284838,-0.02171287,0.06112738,0.07075919,0.7481354,-1.047696,-9.72264,-0.908057,0.2449706,-0.006983153,0.1,0.394492416019819,1.98952301310613,51.6357761888248,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.57814,-1.791824,0.7546552,0.7546552,253,29
44.102취,44102,0.01776431,0.001450993,1.284963,-0.01037498,-0.02157352,0.0514175,-0.3007109,0.3108153,-10.22479,-0.9076117,0.2276242,0.00957265,0.1,0.394492401821606,1.98952301715683,51.6354992656452,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.668226,-1.76796,0.7543783,0.7543783,253,29
44.202취,44202,0.0170872,0.0003110105,1.286567,0.0002707929,-0.02653791,-0.02167315,-0.7588919,0.6846967,-10.44444,-0.9032728,0.222875,0.01655659,0.1,0.3944923875529,1.98952302096842,51.6340620784504,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.758759,-1.745506,0.7529411,0.7529411,253,29
44.302취,44302,0.01690945,0.0004375968,1.288824,0.0111875,-0.01762261,-0.02202065,0.2450987,-0.6553978,-9.865408,-0.8894626,0.2257481,0.01317342,0.1,0.394492373414772,1.98952302481349,51.63236406133,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.848463,-1.722854,0.7512431,0.7512431,253,29
44.402취,44402,0.0153985,-0.002706576,1.289449,-0.05361238,-0.02964016,0.0185954,0.630926,-0.8990089,-9.539534,-0.8983232,0.203345,-0.002316244,0.1,0.39449235926725,1.98952302840906,51.6320876745922,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.938227,-1.701672,0.7509667,0.7509667,253,29
44.502취,44502,0.01147671,-0.006714701,1.287363,0.0004987466,0.01720169,0.01169736,-0.1969634,-0.02662111,-10.13925,-0.9001617,0.1913381,-0.01773097,0.1,0.394492345125441,1.98952303168725,51.6329407958729,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.027955,-1.682359,0.7518198,0.7518198,253,29
44.602취,44602,0.01328353,-0.005027709,1.283816,0.03217107,0.01461801,-0.08411901,-0.8198988,0.4141173,-9.898349,-0.8847103,0.1989525,-0.008059232,0.1,0.39449233113048,1.98952303509743,51.6338287858707,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.11675,-1.662269,0.7527078,0.7527078,253,29
44.702취,44702,0.01441348,-0.004689021,1.280218,0.01655452,-0.07159033,-0.1016776,0.1967831,-0.5264028,-9.072699,-0.8752203,0.1916458,-0.01309162,0.1,0.394492317186775,1.9895230383541,51.635414567445,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.205221,-1.643084,0.7542936,0.7542936,253,29
44.802취,44802,0.02062244,-0.007935521,1.276626,0.07219927,0.004537835,0.02980942,0.7802636,-0.8992678,-8.844915,-0.881034,0.1861947,0.003785168,0.1,0.394492303288537,1.98952304152924,51.6364153890354,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.293403,-1.624379,0.7552944,0.7552944,253,29
44.902취,44902,0.02557433,-0.01291974,1.272758,0.01897872,0.004578435,0.008748252,-0.3211206,0.4575155,-10.27033,-0.889604,0.1953706,0.02111178,0.1,0.394492289455533,1.98952304476527,51.6340832380993,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.381172,-1.605315,0.7529623,0.7529623,253,29
45.002취,45002,0.02598992,-0.01033773,1.270105,-0.03503959,-0.005930459,-0.08603914,-0.7810457,0.5367591,-10.28281,-0.8859689,0.218834,0.01446834,0.1,0.394492275451817,1.98952304821585,51.6329062251789,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.470023,-1.584987,0.7517853,0.7517853,253,29
45.102취,45102,0.02454163,-0.009319969,1.267294,0.02792187,0.04065694,-0.07687105,0.2945465,-0.2387906,-9.779408,-0.8763138,0.2374791,-0.009866381,0.1,0.394492261498041,1.9895230520744,51.632417765115,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.558558,-1.562255,0.7512968,0.7512968,253,29
45.202취,45202,0.02741502,-0.004245041,1.265634,-0.001997565,0.05944249,0.0207429,0.8212013,-0.8802102,-9.357159,-0.8798497,0.238768,-0.01217564,0.1,0.394492247611565,1.98952305610689,51.6337161330921,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.646665,-1.538499,0.7525952,0.7525952,253,29
45.302취,45302,0.02584364,-0.005643922,1.264397,-0.1050822,-0.01755479,0.05533241,0.2343573,-0.1241746,-9.799271,-0.8891394,0.2445143,-0.02240504,0.1,0.394492233642946,1.98952306019185,51.635221269582,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.735294,-1.514434,0.7541003,0.7541003,253,29
45.402취,45402,0.004215709,-0.01041009,1.265051,-0.3081804,-0.02932176,-0.003543966,-0.8497604,0.4060815,-10.34727,-0.871144,0.2467773,-0.02037473,0.1,0.39449221986687,1.98952306445423,51.6375279097301,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.822701,-1.489324,0.756407,0.756407,253,29
45.502취,45502,-0.04236972,-0.01093484,1.267147,-0.5918779,-0.0885197,-0.04503045,-0.08008761,-0.3828989,-9.933382,-0.8300027,0.2376986,0.004652254,0.1,0.394492206301412,1.98952306857668,51.638260689233,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.908772,-1.465038,0.7571397,0.7571397,253,29
45.602취,45602,-0.08412071,-0.005902336,1.26976,-0.151892,0.1359075,0.07415817,0.5207977,-1.180313,-9.730214,-0.7535542,0.2079589,-0.02913673,0.1,0.39449219369044,1.98952307231103,51.6399910120708,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.988787,-1.443038,0.7588701,0.7588701,253,29
45.702취,45702,-0.08672414,-0.001869665,1.271779,-0.001045402,-0.03945598,0.07007511,-0.1415335,-0.2358249,-9.779025,-0.6443364,0.1719483,0.01667844,0.1,0.394492182698499,1.98952307561926,51.6408195762378,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.058529,-1.423549,0.7596986,0.7596986,253,29
45.802취,45802,-0.0857368,-0.004725835,1.275045,0.06747292,0.01381983,0.006880043,-0.4720753,0.5004183,-10.65725,-0.5157862,0.1330106,0.01361149,0.1,0.394492173560367,1.98952307820262,51.6385050682766,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.116509,-1.40833,0.7573841,0.7573841,253,29
45.902취,45902,-0.07315715,-0.0003850609,1.277544,0.1920992,-0.04678736,-0.05975531,-0.3019798,0.3235306,-10.06223,-0.3769414,0.1007833,-0.007484997,0.1,0.394492166516912,1.98952308015392,51.6387364535076,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.161199,-1.396834,0.7576155,0.7576155,253,29
46.002취,46002,-0.04961702,-0.001003949,1.280099,0.2191242,0.01914524,0.04031048,0.5205249,-0.8080701,-9.493159,-0.2803626,0.07293402,0.0006632289,0.1,0.394492161307125,1.98952308161115,51.6389418511135,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.194254,-1.38825,0.7578209,0.7578209,253,29
46.102취,46102,-0.03393782,-0.002441064,1.281544,0.08637041,-0.009367464,0.09321408,0.7197757,-0.7841537,-9.592423,-0.2177219,0.04530452,0.001724751,0.1,0.394492157447545,1.98952308259675,51.639016595338,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.218742,-1.382443,0.7578956,0.7578956,253,29
46.202취,46202,-0.02355335,-0.004173984,1.283167,0.1193762,0.01861245,0.03770646,-0.5831679,0.3238877,-10.38733,-0.17348,0.02185379,-0.002487618,0.1,0.394492154454785,1.98952308318007,51.6389881043178,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.237731,-1.379007,0.7578672,0.7578672,253,29
46.302취,46302,-0.01351791,-0.005335897,1.284948,0.07009237,-0.0891929,-0.04760914,-0.8062375,0.2667394,-10.20999,-0.139361,0.01902725,0.01414086,0.1,0.394492152012599,1.98952308351537,51.6383698849422,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.253226,-1.377032,0.7572489,0.7572489,253,29
46.402취,46402,-0.01896334,-0.008798663,1.286957,-0.1943838,-0.04418288,-0.008644493,0.4338084,-0.6973835,-9.60563,-0.1215053,0.008638183,0.01626561,0.1,0.394492149889289,1.98952308369065,51.6372756032688,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.266698,-1.375999,0.7561547,0.7561547,253,29
46.502취,46502,-0.05376262,-0.01237927,1.288071,-0.479315,0.01219807,0.07540806,0.8660581,-1.138421,-9.756054,-0.1011235,-0.01617401,0.004105005,0.1,0.394492148058176,1.98952308364043,51.6360354690296,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.278316,-1.376295,0.7549145,0.7549145,253,29
46.602취,46602,-0.09963784,-0.01286831,1.287715,-0.3764705,0.01814703,0.04564737,-0.6494711,0.6515712,-10.61993,-0.04917124,-0.05298572,-0.01166178,0.1,0.39449214688473,1.98952308309343,51.6362462906582,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.285762,-1.379517,0.7551253,0.7551253,253,29
46.702취,46702,-0.1201885,-0.01326495,1.287465,-0.01122029,-0.09020621,-0.1078632,-0.838768,0.5982647,-9.870763,0.05874911,-0.07912654,0.00733531,0.1,0.394492146932603,1.98952308201177,51.636709597562,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.285458,-1.38589,0.7555887,0.7555887,253,29
46.802취,46802,-0.1147737,-0.016614,1.286859,0.08576655,-0.03897655,0.01352306,0.9184119,-1.36636,-9.12731,0.1739792,-0.1215834,0.0191994,0.1,0.394492148615814,1.98952308028293,51.6358253030521,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.274778,-1.396075,0.7547044,0.7547044,253,29
46.902취,46902,-0.1054667,-0.02035205,1.284619,0.101613,0.04440749,0.06641042,0.1772157,-0.3872476,-9.930734,0.2896783,-0.1669738,-0.0001950836,0.1,0.394492152290892,1.9895230778264,51.6344002156002,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.251461,-1.410546,0.7532793,0.7532793,253,29
47.002취,47002,-0.09029792,-0.02165546,1.281911,0.1772887,-0.04810049,-0.04206067,-1.131976,1.185573,-10.30525,0.402639,-0.1973447,-0.009461455,0.1,0.394492157835638,1.98952307475731,51.6346217660648,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.21628,-1.428627,0.7535008,0.7535008,253,29
47.102취,47102,-0.07303455,-0.02256363,1.281365,0.1568752,-0.03561664,-0.07753009,-0.4011037,0.002511766,-9.620577,0.5032451,-0.2125442,-0.005213377,0.1,0.394492164945078,1.98952307127419,51.6354044346554,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.171172,-1.449146,0.7542835,0.7542835,253,29
47.202취,47202,-0.05955455,-0.02140512,1.28016,0.1001793,0.03071068,0.004500094,0.6299627,-0.7754893,-8.863913,0.5718118,-0.2191169,-0.01642181,0.1,0.39449217337068,1.98952306756358,51.6368736891491,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.117712,-1.471006,0.7557527,0.7557527,253,29
47.302취,47302,-0.05046514,-0.0177422,1.278787,0.07583913,0.09919497,0.07036318,0.2827817,-0.2912253,-9.441977,0.6163456,-0.2277903,0.008055604,0.1,0.394492182785301,1.9895230638463,51.6370786695225,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-4.057978,-1.492905,0.7559577,0.7559577,253,29
47.402취,47402,-0.04407477,-0.01174098,1.277923,0.07075255,0.02685406,0.00730551,-0.643212,0.6614856,-10.30375,0.6672615,-0.2415958,0.02176031,0.1,0.394492192973401,1.98952305986233,51.6354437141163,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.993336,-1.516375,0.7543228,0.7543228,253,29
47.502취,47502,-0.03764901,-0.01219384,1.27876,0.08077548,-0.02622093,-0.05091457,-0.6230409,0.6704977,-10.29936,0.7066308,-0.2355808,0.02279683,0.1,0.39449220384645,1.98952305579403,51.6331081061107,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.924348,-1.540342,0.7519872,0.7519872,253,29
47.602취,47602,-0.03279336,-0.01015256,1.279976,0.01767097,0.006583111,-0.01505768,0.5583663,-0.8581631,-9.527652,0.7368199,-0.2295247,0.006874827,0.1,0.394492215089479,1.98952305179363,51.631543722604,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.853013,-1.563909,0.7504228,0.7504228,253,29
47.702취,47702,-0.02880533,-0.007905988,1.280871,0.07027212,0.08512086,0.1193276,0.5712132,-0.6652744,-9.518708,0.748175,-0.2371105,-0.01397714,0.1,0.394492226890673,1.98952304785493,51.6322536139232,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.778136,-1.587113,0.7511327,0.7511327,253,29
47.802취,47802,-0.02182606,-0.0101753,1.28125,0.0186362,-0.08863711,0.0137821,-0.7715341,1.052424,-10.17737,0.7463453,-0.2471406,0.02046079,0.1,0.394492238753906,1.98952304379796,51.6316830782634,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.702866,-1.611013,0.7505621,0.7505621,253,29
47.902취,47902,-0.02359288,-0.01192927,1.28365,-0.04363164,0.003039223,-0.04170677,-0.748628,0.4030615,-10.02264,0.7597489,-0.2543992,0.02542888,0.1,0.394492250535748,1.98952303951046,51.6295254497272,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.628112,-1.636271,0.7484045,0.7484045,253,29
48.002취,48002,-0.02609475,-0.008828096,1.285012,0.001846884,0.02597884,0.02571747,0.7688754,-1.068696,-9.598452,0.7762877,-0.2436867,0.02236537,0.1,0.394492262623314,1.98952303526931,51.6267658142788,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.551418,-1.661257,0.7456449,0.7456449,253,29
48.102취,48102,-0.02550754,-0.01034686,1.285341,-0.02095224,0.01910614,0.0820464,0.3124798,-0.2547806,-9.861326,0.7725635,-0.251006,0.01152933,0.1,0.394492274803469,1.98952303110589,51.6249449519855,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.474137,-1.685784,0.743824,0.743824,253,29
48.202취,48202,-0.02491086,-0.008374837,1.285777,0.04608295,0.03070235,0.0063914,-0.9349654,1.050843,-10.49199,0.7868423,-0.2705857,-0.01054359,0.1,0.394492287186763,1.98952302669984,51.6247110037548,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.395567,-1.711741,0.7435901,0.7435901,253,29
48.302취,48302,-0.0219487,-0.009303503,1.28687,0.01398437,-0.08523101,-0.08699539,-0.8457803,0.6339748,-9.726929,0.8057811,-0.2673646,-0.01141156,0.1,0.394492299766509,1.989523022219,51.625818577264,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.31575,-1.738138,0.7446976,0.7446976,253,29
48.402취,48402,-0.02040514,-0.01069372,1.288683,0.003155458,-0.00876033,0.01707461,0.6173409,-0.8764175,-8.979336,0.8070114,-0.2858983,-0.02558388,0.1,0.394492312321304,1.98952301738151,51.62793680713,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.236092,-1.766637,0.7468159,0.7468159,253,29
48.502취,48502,-0.01776251,-0.01353442,1.289199,0.05170695,0.04724405,0.0823417,0.2526071,-0.2210311,-9.19633,0.8091196,-0.2813753,-0.0292233,0.1,0.394492325146576,1.98952301265254,51.6302792100651,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.154717,-1.794496,0.7491583,0.7491583,253,29
48.602취,48602,-0.01656319,-0.01129511,1.290452,-0.04427921,-0.01041172,-0.02276499,-0.8332945,1.092035,-9.757993,0.8190766,-0.2857737,-0.007189161,0.1,0.394492338015362,1.98952300781175,51.6325534848911,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-3.073067,-1.823014,0.7514325,0.7514325,253,29
48.702취,48702,-0.01866823,-0.01272043,1.291352,0.02440665,-0.002716231,-0.06190907,-0.1924176,0.1550712,-9.429344,0.8373723,-0.2789173,0.002979945,0.1,0.394492351060946,1.9895230030845,51.6323147682888,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.990295,-1.850863,0.7511938,0.7511938,253,29
48.802취,48802,-0.01695037,-0.009357243,1.291829,-0.02903252,0.01081042,0.04301902,0.9506111,-0.948163,-8.97695,0.8335772,-0.2681287,0.007538022,0.1,0.394492364127047,1.98952299834875,51.6323081521732,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.907392,-1.878762,0.7511872,0.7511872,253,29
48.902취,48902,-0.01804749,-0.01203267,1.29133,0.004647365,0.0633688,0.07858523,0.03271002,0.3874084,-10.24501,0.8357836,-0.2485122,-0.001686732,0.1,0.394492377346311,1.98952299405527,51.6313609747631,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.823518,-1.904055,0.75024,0.75024,253,29
49.002취,49002,-0.01481002,-0.005374517,1.291972,0.03881054,0.01593631,-0.05964726,-0.9126736,1.122461,-10.07359,0.8504895,-0.2466087,0.002301,0.1,0.394492390714266,1.98952298993712,51.6313638953907,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.7387,-1.928316,0.7502429,0.7502429,253,29
49.102취,49102,-0.0143138,-0.005081014,1.292735,-0.01903615,-0.08646659,-0.049387,0.21084,-0.4652741,-9.486034,0.8579545,-0.245764,0.01289134,0.1,0.39449240406317,1.9895229856453,51.6310583023769,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.654004,-1.9536,0.7499374,0.7499374,253,29
49.202취,49202,-0.01725743,-0.005798542,1.292714,-0.02415446,0.1025212,0.06153857,0.703495,-0.7879688,-9.776705,0.8621309,-0.2329877,0.001855988,0.1,0.394492417560877,1.98952298156155,51.630103376363,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.568363,-1.977658,0.7489824,0.7489824,253,29
49.302취,49302,-0.01611565,-0.0003120373,1.291396,0.02219288,0.03592134,0.01842311,-0.6125698,0.5633274,-10.1906,0.8650887,-0.236104,-0.008812547,0.1,0.394492431279724,1.98952297771073,51.6303189067585,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.481319,-2.000343,0.749198,0.749198,253,29
49.402취,49402,-0.0145938,-0.001399088,1.290616,0.01915368,-0.1065184,-0.07676223,-0.9974396,0.964249,-10.03041,0.8738499,-0.2567101,0.003014811,0.1,0.394492444998119,1.98952297349111,51.6307154564602,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.394278,-2.025202,0.7495945,0.7495945,253,29
49.502취,49502,-0.01428396,-0.003696825,1.290862,0.001323981,-0.02737891,-0.04280557,0.04186676,-0.3698921,-9.7186,0.8876783,-0.2689288,-0.002494921,0.1,0.394492458789601,1.98952296900175,51.6310223011715,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.306773,-2.051649,0.7499014,0.7499014,253,29
49.602취,49602,-0.01359799,-0.004300762,1.290131,-0.003632671,0.037698,0.08150117,0.9602334,-0.9586821,-9.376021,0.8858384,-0.284213,-0.001497273,0.1,0.394492472743039,1.98952296431056,51.631228592847,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.21824,-2.079286,0.7501076,0.7501076,253,29
49.702취,49702,-0.01141226,-0.008562894,1.288581,0.02092731,-0.06130529,0.03886355,-0.5453376,0.536239,-10.30571,0.8835904,-0.3020133,0.007887786,0.1,0.394492486763702,1.98952295938699,51.630440977071,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,-2.129281,-2.108291,0.74932,0.74932,253,29
