time,timestamp,phi,theta,psi,p,q,r,ax,ay,az,vn,ve,vd,airspeed,lat,lon,alt,lat_0,lon_0,alt_0,dx_dlat,dy_dlon,x_R,y_R,h_R,h_AGL,flag,status
75.902취,75902,0.0005889283,-0.007348589,2.619368,-0.005973365,-0.06471036,-0.1147915,-0.4911556,0.4054914,-9.534561,0.01346322,0.02024285,-0.007005739,0.1,0.394492959233035,1.98952317605376,51.5489974884731,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.868465,-0.8318736,0.6678765,0.6678765,253,29
76.002취,76002,-0.001348956,-0.009159841,2.613444,0.01129118,-0.0127752,-0.1195071,0.3259897,-0.7191523,-9.460228,0.01473242,0.03484515,-0.006741991,0.1,0.394492959481238,1.98952317642927,51.5496751932842,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8700398,-0.8296614,0.6685542,0.6685542,253,29
76.102취,76102,0.002557156,-0.006725161,2.604981,0.03415393,0.05570869,-0.01020828,0.6645434,-0.8598948,-9.069339,0.008835304,0.02461534,-0.0008713035,0.1,0.394492959681738,1.98952317690479,51.5505069164974,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.871312,-0.82686,0.669386,0.669386,253,29
76.202취,76202,0.004152233,-0.007516932,2.595188,-0.01706714,0.002489644,-0.06400477,-0.591779,0.5422127,-10.36411,0.009387779,0.01694686,0.005136095,0.1,0.394492959785873,1.98952317736142,51.549691167329,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8719727,-0.8241699,0.6685702,0.6685702,253,29
76.302취,76302,0.002481062,-0.006877404,2.584696,-0.01065267,-0.0149851,-0.1825748,-0.9777861,1.073261,-9.921126,0.005400219,0.01680622,-0.006428722,0.1,0.394492959925442,1.98952317767574,51.5497826604587,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8728582,-0.8223183,0.6686617,0.6686617,253,29
76.402취,76402,0.002901825,-0.007717477,2.573631,0.02986705,-0.01094289,-0.1701931,0.4593736,-0.4434255,-9.062373,-0.005274437,0.01976328,0.004861939,0.1,0.39449295990207,1.98952317788763,51.5503102211696,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8727099,-0.82107,0.6691893,0.6691893,253,29
76.502취,76502,0.005784148,-0.007674651,2.561332,0.01680047,0.01434084,-0.07621332,0.6317956,-0.6893082,-8.885936,-0.006011813,0.01202751,0.02574926,0.1,0.394492959835718,1.98952317811964,51.5492981343014,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8722889,-0.8197032,0.6681772,0.6681772,253,29
76.602취,76602,0.003962946,-0.008821535,2.547938,-0.03761869,0.0588363,-0.08341465,-0.2486761,0.3314691,-10.67563,-0.006127159,0.005680424,0.002240065,0.1,0.394492959766126,1.98952317840868,51.5467328099949,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8718474,-0.8180004,0.6656119,0.6656119,253,29
76.702취,76702,0.00158568,-0.00467019,2.533576,-0.02742546,-0.02198726,-0.2103403,-1.00458,1.031759,-9.852792,-0.008495058,0.001589562,-0.02128267,0.1,0.394492959625167,1.98952317848625,51.5482510595066,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.870953,-0.8175434,0.6671301,0.6671301,253,29
76.802취,76802,0.001375528,-0.005002505,2.519905,0.02556007,-0.02963543,-0.1718748,0.3551517,-0.7021766,-9.048985,-0.0006797413,0.005560007,-0.01199923,0.1,0.394492959547045,1.98952317846572,51.5501608519298,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8704574,-0.8176644,0.6690399,0.6690399,253,29
76.902취,76902,0.002608245,-0.007027885,2.50519,-0.0264923,0.007677889,-0.08339511,1.073668,-0.9462079,-9.367437,-0.00379861,-0.005648843,0.002682216,0.1,0.394492959539417,1.98952317842326,51.5504457621319,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.870409,-0.8179145,0.6693248,0.6693248,253,29
77.002취,77002,-0.0002250286,-0.006427745,2.489422,-0.03042345,0.04970079,-0.09859665,-0.2667397,-0.03493669,-10.22552,-0.00872393,-0.0252819,0.001830633,0.1,0.394492959425728,1.98952317824673,51.5502835778934,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8696876,-0.8189545,0.6691626,0.6691626,253,29
77.102취,77102,-0.003140571,-0.005060426,2.473297,-0.01531371,-0.04823904,-0.2094131,-1.033687,0.8728564,-10.57047,-0.0007622401,-0.01636154,0.007346785,0.1,0.394492959343445,1.98952317791824,51.5495278506023,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8691655,-0.8208897,0.6684069,0.6684069,253,29
77.202취,77202,-0.003527714,-0.006550471,2.457049,0.02224194,-0.03074142,-0.2209885,0.03315893,0.0008268553,-9.670047,-0.0001537066,0.001746141,-0.002753773,0.1,0.394492959327521,1.989523177737,51.5496188072902,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8690645,-0.8219573,0.6684979,0.6684979,253,29
77.302취,77302,-0.001135438,-0.005065513,2.439844,0.007829045,0.02011293,-0.1226353,0.9522849,-1.208018,-8.999714,0.006167011,-0.01104347,-0.009648914,0.1,0.394492959412219,1.98952317760952,51.550690379594,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8696019,-0.8227084,0.6695694,0.6695694,253,29
77.402취,77402,0.0001301176,-0.009976636,2.420206,-0.00599382,-0.02295358,-0.1346495,-0.2324218,0.4528476,-10.34754,0.0053417,-0.02985646,-0.004890471,0.1,0.394492959527646,1.9895231772936,51.5510867504818,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8703343,-0.8245695,0.6699658,0.6699658,253,29
77.502취,77502,-0.0006780223,-0.01101334,2.400242,0.01135595,-0.04634022,-0.2736597,-1.130684,1.005274,-10.20278,0.001237907,-0.01286739,-0.0008218561,0.1,0.394492959610174,1.98952317696734,51.551573482011,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8708579,-0.8264915,0.6704525,0.6704525,253,29
77.602취,77602,-0.0007359224,-0.008842526,2.380306,0.002947851,-0.02393391,-0.2684323,0.3124659,-0.2595629,-9.273513,0.001018584,0.007180993,0.008246087,0.1,0.394492959645392,1.98952317684814,51.5515978603107,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8710814,-0.8271938,0.6704769,0.6704769,253,29
77.702취,77702,-0.0003398009,-0.009984836,2.359158,-0.008567667,0.04868782,-0.1456946,0.811117,-0.8763869,-9.278242,-0.003332805,0.001569911,0.006942669,0.1,0.394492959634796,1.98952317688683,51.5508881478054,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8710141,-0.8269659,0.6697672,0.6697672,253,29
77.802취,77802,-0.0005186266,-0.006844537,2.337107,-0.002840149,0.04012689,-0.1862597,-0.5232438,0.5371903,-10.34911,-0.01111604,-0.009203362,0.01207211,0.1,0.394492959530098,1.98952317694405,51.5497846870167,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8703498,-0.8266287,0.6686637,0.6686637,253,29
77.902취,77902,-0.001372833,-0.007205205,2.315205,-0.003477375,-0.08533872,-0.2895975,-0.9293851,0.7096991,-10.631,-0.01009389,0.0004107484,0.01062254,0.1,0.39449295936724,1.98952317689574,51.5483410029155,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8693165,-0.8269134,0.6672201,0.6672201,253,29
78.002취,78002,-0.001607228,-0.006367314,2.294018,-0.006662157,-0.001257295,-0.2292585,0.3935183,-0.6152294,-9.556227,-0.01420337,0.009838371,-0.0008859317,0.1,0.394492959222936,1.98952317684272,51.5483962564213,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8684009,-0.8272257,0.6672753,0.6672753,253,29
78.102취,78102,-0.00365535,-0.006522276,2.271559,-0.022094,0.07588445,-0.1428261,0.6765501,-0.8327462,-9.611227,-0.02568908,0.01028745,-0.006857609,0.1,0.394492958908532,1.98952317703,51.5487992434246,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8664061,-0.8261224,0.6676783,0.6676783,253,29
78.202취,78202,-0.004371748,-0.002048807,2.248539,-0.01248901,0.02239428,-0.1939559,-0.3871082,0.6162745,-10.30057,-0.02292771,-0.001888957,0.005066175,0.1,0.39449295857657,1.98952317716131,51.5488165883762,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8642998,-0.8253489,0.6676956,0.6676956,253,29
78.302취,78302,-0.006384245,-0.003336363,2.226284,-0.009978027,-0.04419483,-0.2819118,-0.6984736,0.8386557,-10.10486,-0.01203347,0.001255329,-0.007477692,0.1,0.394492958273861,1.98952317718283,51.5488492517215,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8623792,-0.8252221,0.6677283,0.6677283,253,29
78.402취,78402,-0.007113365,-0.004059829,2.204205,0.03109431,-0.02169315,-0.2410124,0.6718077,-0.8746007,-9.173704,0.0007726172,0.01532002,-0.00863487,0.1,0.394492958187923,1.98952317720029,51.5501840977413,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8618339,-0.8251192,0.6690632,0.6690632,253,29
78.502취,78502,-0.002870039,-0.003819285,2.181716,0.03142962,0.05593473,-0.1393131,0.3868048,-0.7664375,-9.396063,0.004641628,0.008831405,0.002652391,0.1,0.394492958233297,1.98952317740002,51.5510632662517,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8621218,-0.8239425,0.6699423,0.6699423,253,29
78.602취,78602,-0.0005073184,-0.008409668,2.158565,0.02221606,-0.06888179,-0.2496398,-1.329012,1.207997,-10.88107,0.009942053,0.003501501,0.02848396,0.1,0.394492958365905,1.98952317761063,51.5488701729519,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8629632,-0.8227018,0.6677492,0.6677492,253,29
78.702취,78702,0.002272035,-0.00688178,2.137446,0.03703674,-0.0462475,-0.2954362,-0.1245693,0.209635,-9.824218,0.02390018,0.001954982,0.02259016,0.1,0.39449295868186,1.98952317758519,51.546774056409,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8649679,-0.8228517,0.6656531,0.6656531,253,29
78.802취,78802,0.001951502,-0.01025345,2.115992,-0.03774312,0.009452028,-0.1698102,0.8717147,-0.8361378,-9.442614,0.02121428,-0.00215551,0.01359633,0.1,0.394492959020088,1.98952317750187,51.545015421365,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8671139,-0.8233426,0.6638945,0.6638945,253,29
78.902취,78902,-0.0005114107,-0.009365036,2.094334,-0.02899573,0.07777064,-0.1335146,0.1990122,-0.3246465,-9.917421,0.01880817,-0.01367776,-0.01682812,0.1,0.394492959348846,1.98952317741903,51.5451966790897,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8691998,-0.8238305,0.6640757,0.6640757,253,29
79.002취,79002,-0.001020963,-0.008746366,2.072515,0.000739006,-0.02931468,-0.2305199,-0.6526663,0.7899634,-10.38724,0.01163983,-0.01368879,-0.001421953,0.1,0.394492959609441,1.98952317725967,51.5459279684765,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8708532,-0.8247694,0.664807,0.664807,253,29
79.102취,79102,-0.003709999,-0.01074314,2.051694,-0.02554672,-0.04944042,-0.2836559,-0.4721302,0.6195942,-9.97742,0.01027502,-0.01601738,0.008852801,0.1,0.394492959766634,1.98952317698085,51.5455944208843,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8718506,-0.826412,0.6644735,0.6644735,253,29
79.202취,79202,-0.005997423,-0.01013216,2.031459,-0.005710295,0.004209951,-0.2348757,0.6723689,-0.630618,-9.4379,0.0003118045,-0.003695932,-0.009421312,0.1,0.394492959829171,1.9895231767008,51.5460790066463,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8722474,-0.8280618,0.6649581,0.6649581,253,29
79.302취,79302,-0.005640484,-0.00848344,2.011005,0.01269461,0.05502371,-0.1442073,0.7430068,-0.859182,-9.092141,0.003630435,-0.001642763,-0.01444084,0.1,0.394492959825704,1.98952317659529,51.5475769309742,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8722254,-0.8286834,0.666456,0.666456,253,29
79.402취,79402,-0.003838326,-0.009818201,1.990416,0.02241827,0.02867133,-0.17156,-0.4946245,0.7965462,-10.1813,-0.003270948,0.0009364161,-0.01297869,0.1,0.394492959883037,1.98952317667873,51.5484929947597,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8725892,-0.8281918,0.667372,0.667372,253,29
79.502취,79502,-0.003614943,-0.009103247,1.970661,-0.00761531,-0.04367252,-0.2609668,-0.7323425,0.8379022,-10.02085,0.002964461,0.01767237,-0.001209136,0.1,0.394492959887274,1.98952317688133,51.5492642192585,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8726161,-0.8269982,0.6681433,0.6681433,253,29
79.602취,79602,-0.003168122,-0.009198961,1.951337,0.01795233,0.01937418,-0.2444289,0.3953802,-0.4277589,-9.099415,0.002947666,0.02586516,-0.00873226,0.1,0.394492959891172,1.98952317718674,51.5497535733921,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8726408,-0.825199,0.6686326,0.6686326,253,29
79.702취,79702,-0.002272935,-0.005787618,1.931586,-0.01165632,0.06041965,-0.1498312,0.6635251,-0.7796353,-9.539823,0.006382695,0.03603088,-0.009117818,0.1,0.394492959964372,1.98952317766893,51.5506342320186,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8731052,-0.8223584,0.6695133,0.6695133,253,29
79.802취,79802,-0.002372272,-0.004363081,1.911138,0.009610626,0.04943646,-0.1513451,-0.5938544,0.5621895,-10.10554,0.002204891,0.02239109,-0.03002778,0.1,0.394492960092518,1.98952317826889,51.5524170665485,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8739183,-0.8188239,0.6712961,0.6712961,253,29
79.902취,79902,-7.230985e-05,-0.003531141,1.891301,0.03825329,-0.0777503,-0.2642467,-0.9373706,0.8332433,-10.23234,0.0199487,0.05002311,0.005997976,0.1,0.394492960268132,1.98952317892603,51.5537280707103,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8750325,-0.8149526,0.6726071,0.6726071,253,29
80.002취,80002,0.005553646,-0.003639326,1.872655,0.03048358,0.003563541,-0.1990473,0.3481453,-0.8252864,-9.415044,0.02339292,0.05291476,0.01673614,0.1,0.394492960568361,1.98952317972819,51.5526280073864,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8769374,-0.810227,0.6715071,0.6715071,253,29
80.102취,80102,0.00581069,-0.00291845,1.853172,-0.02223656,0.03979431,-0.1246273,0.5665894,-1.004501,-9.997994,0.01697696,0.03935503,0.01047739,0.1,0.394492960912742,1.98952318048254,51.5508964924556,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8791225,-0.805783,0.6697755,0.6697755,253,29
80.202취,80202,0.005554168,5.817623e-05,1.833249,-0.03652703,0.04027805,-0.1459284,-0.218427,0.4839126,-10.19133,-0.00259661,0.03071713,0.01440857,0.1,0.394492961059958,1.98952318114758,51.5496655373317,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8800566,-0.8018651,0.6685446,0.6685446,253,29
80.302취,80302,0.001774022,0.002067198,1.813777,-0.02901465,-0.008796506,-0.2445791,-0.7233419,0.9318475,-10.48511,-0.003620874,0.01591712,0.008555977,0.1,0.394492961019573,1.9895231815791,51.5482309727413,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8798003,-0.799323,0.66711,0.66711,253,29
80.402취,80402,0.0003609567,0.002366352,1.793968,0.007772252,-0.05570764,-0.2516846,-0.04373879,-0.2625908,-9.591707,-0.002523032,0.009946996,0.007382189,0.1,0.394492960913146,1.98952318176484,51.5477509765369,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8791251,-0.7982287,0.66663,0.66663,253,29
80.502취,80502,-0.0005959457,0.0002566908,1.774101,-0.01983353,0.00675095,-0.1564481,0.4567989,-1.080465,-9.393855,-0.005247741,-0.003279519,-0.005104261,0.1,0.39449296080562,1.9895231817841,51.5479149489147,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8784428,-0.7981153,0.666794,0.666794,253,29
80.602취,80602,-0.001741535,-0.001678106,1.753888,-0.01183983,0.01411361,-0.1120994,0.07076395,-0.1959209,-10.22243,-0.008360302,-0.02004308,-0.006981767,0.1,0.394492960742341,1.98952318161941,51.5483707456333,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8780413,-0.7990855,0.6672498,0.6672498,253,29
80.702취,80702,-0.0001973106,-0.001533811,1.73409,0.04635046,-0.03651162,-0.2418384,-1.045281,0.9035356,-10.09171,0.006877304,-0.02024687,0.007005053,0.1,0.394492960765038,1.98952318135443,51.5485099820835,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8781853,-0.8006465,0.667389,0.667389,253,29
80.802취,80802,0.000995393,-0.003971878,1.715372,0.007022711,-0.07555778,-0.2522302,-0.2484424,0.03339574,-9.751482,0.01875294,-0.0177263,0.01499538,0.1,0.394492960950338,1.98952318099484,51.5472808747036,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.879361,-0.8027649,0.6661599,0.6661599,253,29
80.902취,80902,0.001115109,-0.005309728,1.695863,-0.009521103,0.02635387,-0.1772037,0.8899458,-0.9421609,-9.612605,0.01338794,-0.01907087,0.004253046,0.1,0.394492961151495,1.98952318061048,51.5465230612499,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8806373,-0.8050292,0.6654021,0.6654021,253,29
81.002취,81002,-0.0001380864,-0.005670359,1.675446,-0.006669501,0.02998684,-0.1263341,0.1187849,-0.297969,-9.931964,0.008023134,-0.0288299,-0.003831745,0.1,0.394492961361671,1.98952318022699,51.5462650327427,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8819709,-0.8072885,0.6651441,0.6651441,253,29
81.102취,81102,-0.000318577,-0.006926039,1.655828,0.006186632,-0.0234295,-0.2143019,-0.5952559,0.7556348,-9.98388,0.007025887,-0.02453302,-0.01114913,0.1,0.394492961544773,1.9895231798616,51.546982970689,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8831326,-0.809441,0.665862,0.665862,253,29
81.202취,81202,-0.00159172,-0.006537693,1.636732,-0.004435112,-0.02646241,-0.275839,-0.4039975,0.3906511,-9.594272,0.01434867,-0.01378239,-0.01315201,0.1,0.394492961678499,1.98952317953419,51.5484870938999,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8839811,-0.8113698,0.6673661,0.6673661,253,29
81.302취,81302,-0.001099092,-0.006084607,1.617642,0.02332374,0.02165226,-0.1588768,0.9584856,-0.8557072,-8.986729,0.01111154,-0.006617518,-0.003135611,0.1,0.394492961835223,1.98952317931448,51.54944517896,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8849755,-0.8126642,0.6683242,0.6683242,253,29
81.402취,81402,0.0009705352,-0.006782083,1.597811,-0.003754123,0.03370106,-0.1202567,0.1701217,-0.2104933,-9.695083,0.0003235906,-0.01150581,-0.008290105,0.1,0.394492961966581,1.98952317919414,51.5498727826816,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8858089,-0.8133731,0.6687518,0.6687518,253,29
81.502취,81502,0.001390467,-0.006564113,1.578646,0.03153938,-0.006634367,-0.2380338,-1.089924,1.437838,-10.52572,0.00883146,-0.008681319,-0.01005912,0.1,0.394492962125258,1.98952317911536,51.5503468780262,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8868157,-0.8138372,0.6692259,0.6692259,253,29
81.602취,81602,0.004624542,-0.006215744,1.561186,0.007927839,-0.07283754,-0.240516,0.2179272,-0.3917668,-8.982641,-0.0003015246,0.001616826,0.006297587,0.1,0.394492962117518,1.98952317901308,51.5509369044048,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8867666,-0.8144398,0.669816,0.669816,253,29
81.702취,81702,0.003501812,-0.01100401,1.542601,-0.03710981,0.03760291,-0.09598415,1.024429,-1.446211,-9.732391,-0.01668416,0.006311293,0.009950686,0.1,0.394492961933241,1.98952317902397,51.5496543316585,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8855974,-0.8143756,0.6685334,0.6685334,253,29
81.802취,81802,0.003113413,-0.007461299,1.523439,0.01812586,0.0508022,-0.1480315,-0.7217073,0.6898972,-10.12504,-0.02090681,0.006726695,0.002751296,0.1,0.394492961695071,1.98952317920466,51.5492889551861,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8840863,-0.8133112,0.668168,0.668168,253,29
81.902취,81902,0.003356216,-0.006728607,1.506013,-0.004621526,-0.05977637,-0.2560873,-0.48907,0.6520219,-9.714496,-0.01615994,0.02290065,0.02503925,0.1,0.394492961408238,1.98952317947689,51.547437694524,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8822663,-0.8117074,0.6663167,0.6663167,253,29
82.002취,82002,-0.000980485,-0.006662851,1.488567,-0.03580165,0.04627626,-0.2067018,0.4470024,-0.552028,-9.293332,-0.01269069,0.03148285,-0.001362694,0.1,0.394492961116295,1.98952317990624,51.5462897090656,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.880414,-0.8091781,0.6651688,0.6651688,253,29
82.102취,82102,-0.003105948,0.0004903586,1.470195,-0.01306038,0.08112217,-0.09787759,0.7254054,-0.7584053,-9.210093,-0.02229548,0.01552442,-0.01135013,0.1,0.394492960840013,1.98952318027977,51.5472421912891,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.878661,-0.8069775,0.6661212,0.6661212,253,29
82.202취,82202,-0.003852597,-0.004140504,1.451194,-0.001677929,-0.02411901,-0.1662801,-0.7364534,1.154058,-10.30839,-0.03151707,0.01704108,-0.00349406,0.1,0.394492960500141,1.98952318063115,51.5473467378361,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8765046,-0.8049075,0.6662258,0.6662258,253,29
82.302취,82302,-0.00478173,-0.002027331,1.433407,-0.02448738,-0.02841566,-0.2560388,-0.6991325,0.5518024,-9.697193,-0.0232349,0.019893,0.004515057,0.1,0.394492960062212,1.98952318091734,51.5475731162769,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.873726,-0.8032215,0.6664522,0.6664522,253,29
82.402취,82402,-0.006091266,-0.001855154,1.415027,0.002926745,0.01047537,-0.2370366,0.4822513,-0.3463743,-9.391861,-0.01625405,0.02041918,-0.008707234,0.1,0.394492959687356,1.98952318122533,51.5478534965259,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8713476,-0.801407,0.6667325,0.6667325,253,29
82.502취,82502,-0.005334644,-0.001021229,1.396334,-0.01538516,0.03538036,-0.1222307,0.5053941,-0.9251349,-9.451365,-0.02640869,0.009484982,-0.001181914,0.1,0.394492959318785,1.98952318145403,51.5482847361309,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8690091,-0.8000597,0.6671638,0.6671638,253,29
82.602취,82602,-0.007113915,-0.001946007,1.376944,-0.004658987,0.01945842,-0.1413643,-0.7122689,0.3503309,-10.55665,-0.01953724,-0.006838776,-0.01275384,0.1,0.394492959038444,1.98952318151986,51.5485848455173,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8672304,-0.7996719,0.6674639,0.6674639,253,29
82.702취,82702,-0.00555559,-0.001161751,1.358106,0.04406601,-0.0441668,-0.2482681,-0.6463087,0.7425151,-10.01398,0.0001044519,-0.006855857,0.00531827,0.1,0.394492958923534,1.98952318143225,51.5488015680057,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8665013,-0.8001881,0.6676806,0.6676806,253,29
82.802취,82802,-0.004959929,-0.002361117,1.339868,-0.00273999,-0.0579018,-0.2135228,0.3721207,-0.4506356,-9.666731,0.007852789,-0.02094327,0.006145998,0.1,0.394492958925864,1.98952318110921,51.548523989175,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8665161,-0.8020911,0.667403,0.667403,253,29
82.902취,82902,-0.005436758,-0.003168195,1.321028,-0.001521945,0.03512574,-0.1545968,0.673782,-0.8050708,-9.49582,0.01387608,-0.03573491,-0.01186216,0.1,0.394492959065264,1.98952318059852,51.5490088133556,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8674005,-0.8050997,0.6678879,0.6678879,253,29
83.002취,83002,-0.004375934,-0.004448122,1.301207,0.02265846,0.02768554,-0.1307705,-0.1875205,0.2563874,-10.0813,0.01672224,-0.04110206,-0.001554613,0.1,0.394492959375037,1.98952317997684,51.5495306520206,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.869366,-0.8087621,0.6684097,0.6684097,253,29
83.102취,83102,-0.002217558,-0.005793503,1.281977,0.02957082,-0.05954054,-0.2351414,-0.9983078,1.206644,-10.18893,0.03594426,-0.0417811,0.008334872,0.1,0.394492959870646,1.9895231792835,51.5491158632976,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8725106,-0.8128467,0.6679949,0.6679949,253,29
83.202취,83202,0.002753564,-0.007165981,1.263487,0.08280438,-0.01224261,-0.271239,0.02513142,-0.2770848,-9.191079,0.05636001,-0.03418174,-0.002050036,0.1,0.394492960550653,1.98952317862352,51.5491631893856,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8768251,-0.8167347,0.6680422,0.6680422,253,29
83.302취,83302,0.008932587,-0.007881513,1.244178,0.007089595,-0.01483221,-0.1461532,0.8591308,-1.116117,-9.615762,0.04883989,-0.03678371,0.01377338,0.1,0.394492961312089,1.98952317800094,51.5484576492054,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8816563,-0.8204024,0.6673367,0.6673367,253,29
83.402취,83402,0.008488473,-0.01074547,1.224575,-0.01987207,0.03570882,-0.1223507,-0.484468,-0.1787672,-10.48089,0.03422,-0.03419754,-0.004185802,0.1,0.394492962028761,1.98952317741296,51.5476448802692,0.394492822355847,1.98952331726095,50.8811209468586,6344848.39610788,5891156.14848974,0.8862035,-0.8238663,0.6665239,0.6665239,253,29
